stock,buy_date,sell_date,buy_price,sell_price,hold_days,profit_loss_pct,trade_profit
TVSMOTOR,2021-02-12,2021-04-29,642.5,632.35,49,-1.5797665369649772,-3159.5330739299543
VOLTAS,2020-07-23,2021-01-22,596.45,933.0,128,56.425517646072585,112851.03529214517
VOLTAS,2020-12-09,2021-01-22,810.2,933.0,31,15.156751419402612,30313.502838805223
MARICO,2021-10-11,2021-10-28,570.6,561.65,12,-1.5685243603224757,-3137.048720644951
MARICO,2022-02-04,2022-04-06,511.0,521.3,41,2.015655577299404,4031.311154598808
MARICO,2022-03-16,2022-04-06,528.0,521.3,14,-1.2689393939394027,-2537.8787878788053
MARICO,2022-04-04,2022-04-06,529.5,521.3,2,-1.5486307837582711,-3097.261567516542
HINDPETRO,2020-10-22,2021-01-11,179.5,224.0,55,24.79108635097493,49582.17270194986
HINDPETRO,2020-12-31,2021-01-11,219.2,224.0,7,2.1897810218978155,4379.562043795631
SBICARD,2020-12-31,2021-04-19,850.9,943.0,72,10.823833587965687,21647.667175931372
HINDALCO,2020-10-05,2021-01-08,179.4,267.6,67,49.16387959866221,98327.75919732443
HINDALCO,2021-02-05,2021-03-04,262.6,349.95,19,33.26351865955825,66527.0373191165
HINDALCO,2021-08-30,2021-10-19,448.0,535.9,34,19.620535714285708,39241.07142857142
HINDALCO,2022-03-29,2022-08-02,629.25,416.0,87,-33.88955105284068,-67779.10210568136
HINDALCO,2022-10-06,2022-10-28,412.3,404.5,15,-1.8918263400436601,-3783.6526800873203
HINDALCO,2022-12-05,2023-06-15,482.0,422.85,131,-12.27178423236514,-24543.56846473028
HINDALCO,2023-01-13,2023-06-15,487.45,422.85,102,-13.252641296543228,-26505.282593086453
HINDALCO,2023-04-17,2023-06-15,428.5,422.85,42,-1.318553092182025,-2637.10618436405
INTELLECT,2020-04-03,2020-10-07,59.95,236.7,127,294.8290241868223,589658.0483736447
INTELLECT,2020-04-07,2020-10-07,62.9,236.7,126,276.3116057233704,552623.2114467408
INTELLECT,2020-04-08,2020-10-07,66.0,236.7,125,258.6363636363636,517272.7272727273
INTELLECT,2020-04-09,2020-10-07,69.3,236.7,124,241.55844155844153,483116.88311688305
INTELLECT,2020-04-13,2020-10-07,72.75,236.7,123,225.36082474226805,450721.6494845361
INTELLECT,2020-04-15,2020-10-07,76.35,236.7,122,210.01964636542237,420039.29273084475
