stock,buy_date,sell_date,buy_price,sell_price,hold_days,profit_loss_pct
DEEPAKNTR,2023-12-26,2024-01-08,2472.0,2429.0,13,-1.7394822006472492
PVRINOX,2022-03-21,2022-04-07,1749.75,1899.7,17,8.569795685097874
PVRINOX,2023-11-29,2023-12-18,1699.0,1812.4,19,6.67451442024721
M&MFIN,2022-07-08,2022-07-12,197.45,203.6,4,3.114712585464678
M&MFIN,2022-07-19,2022-07-21,207.3,208.5,2,0.5788712011577369
M&MFIN,2022-09-02,2022-09-06,209.0,218.9,4,4.736842105263161
M&MFIN,2022-11-03,2022-11-07,218.95,218.5,4,-0.20552637588490005
M&MFIN,2023-04-06,2023-04-11,252.0,251.0,5,-0.3968253968253968
M&MFIN,2023-06-01,2023-06-05,293.65,299.85,4,2.111357057721793
M&MFIN,2023-06-19,2023-06-21,315.85,325.5,2,3.0552477441823576
M&MFIN,2023-06-28,2023-07-03,330.0,344.0,5,4.242424242424243
M&MFIN,2023-09-20,2023-09-22,309.5,301.5,2,-2.5848142164781907
GNFC,2022-07-19,2022-08-18,655.7,785.5,30,19.79563824919932
GNFC,2023-12-15,2023-12-20,746.4,707.85,5,-5.16479099678456
LTIM,2023-06-27,2023-07-11,5169.5,4928.0,14,-4.671631685849696
LTIM,2023-11-09,2023-12-29,5265.0,6280.0,50,19.278252611585945
MUTHOOTFIN,2022-01-03,2022-01-14,1540.0,1485.0,11,-3.571428571428571
MUTHOOTFIN,2022-11-07,2022-11-11,1123.0,1075.5,4,-4.229741763134461
MUTHOOTFIN,2023-05-22,2023-08-08,1122.45,1369.0,78,21.965343667869387
DABUR,2022-04-28,2022-04-29,571.2,557.25,1,-2.4422268907563103
DABUR,2022-07-04,2022-07-29,524.85,584.9,25,11.441364199295027
DABUR,2022-07-20,2022-08-18,560.0,595.3,29,6.303571428571421
DABUR,2023-12-29,2024-01-12,556.65,550.0,14,-1.1946465463037774
CANBK,2022-01-27,2022-02-07,240.5,257.6,11,7.110187110187121
CANBK,2022-01-31,2022-02-09,252.55,260.65,9,3.207285686002758
CANBK,2022-08-17,2022-08-19,238.25,230.0,2,-3.4627492130115427
CANBK,2022-12-30,2023-01-06,333.05,319.9,7,-3.948356102687294
CANBK,2023-04-17,2023-04-26,297.1,309.25,9,4.089532144059231
CANBK,2023-04-24,2023-05-04,303.25,323.15,10,6.56224237427864
TVSMOTOR,2022-09-01,2022-10-19,1015.0,1169.0,48,15.172413793103448
TVSMOTOR,2023-02-15,2023-02-28,1104.75,1075.2,13,-2.6748133061778643
TVSMOTOR,2024-01-11,2024-01-12,2080.0,2098.3,1,0.8798076923077011
MGL,2023-02-16,2023-02-17,920.1,885.9,1,-3.7169872839908753
MGL,2023-03-06,2023-04-03,987.4,921.85,28,-6.6386469515900295
MGL,2023-12-04,2024-01-12,1098.0,1265.85,39,15.286885245901633
MGL,2023-12-07,2024-01-12,1171.0,1265.85,36,8.099914602903494
GUJGASLTD,2023-07-28,2023-08-03,480.1,455.3,6,-5.165590501978756
GUJGASLTD,2023-12-29,2024-01-11,461.4,543.95,13,17.89120069354141
