stock,buy_date,sell_date,buy_price,sell_price,quantity,profit,profit_percent
DRREDDY,2018-03-12,2018-05-10,2155.55,1989.35,84.0,-13960.800000000017,-0.07710329150332873
GRANULES,2018-05-04,2018-05-11,100.55,93.75,1989.0,-13525.199999999983,-0.06762804574838387
LAURUSLABS,2018-04-06,2018-05-14,101.4,95.96,1972.0,-10727.680000000022,-0.05364891518737684
APOLLOHOSP,2018-05-07,2018-05-14,1080.9,1024.0,185.0,-10526.50000000003,-0.05264131742066804
ZYDUSLIFE,2018-05-15,2018-05-21,385.5,355.0,518.0,-15799.0,-0.07911802853437094
DRREDDY,2018-05-11,2018-05-21,1990.0,1890.0,94.0,-9400.0,-0.05025125628140704
SUNPHARMA,2018-05-15,2018-05-21,470.0,443.9,383.0,-9996.300000000017,-0.05553191489361707
ALKEM,2018-05-21,2018-05-22,1928.0,1919.1,95.0,-845.5,-0.004616182572614155
APOLLOHOSP,2018-05-21,2018-06-01,981.25,931.0,203.0,-10200.75,-0.051210191082802545
DRREDDY,2018-05-22,2018-06-12,2004.2,2195.0,89.0,16981.199999999983,0.09520007983235204
GLENMARK,2018-05-10,2018-06-12,512.5,588.05,381.0,28784.54999999999,0.14741463414634137
CIPLA,2018-05-21,2018-06-13,518.5,581.95,294.0,18654.300000000017,0.1223722275795565
LAURUSLABS,2018-06-14,2018-06-21,97.8,96.33,1953.0,-2870.9100000000035,-0.015030674846625756
DRREDDY,2018-06-21,2018-06-26,2318.0,2260.95,81.0,-4621.0500000000175,-0.02461173425366703
GLENMARK,2018-06-26,2018-06-27,595.65,590.2,309.0,-1684.0499999999884,-0.009149668429446709
DIVISLAB,2018-06-27,2018-06-28,1021.2,1003.5,178.0,-3150.600000000006,-0.017332549941245636
SYNGENE,2018-06-04,2018-06-29,295.92,304.38,638.0,5397.479999999981,0.028588807785888008
ALKEM,2018-06-29,2018-07-02,1891.7,1847.85,92.0,-4034.2000000000116,-0.023180208278268295
DRREDDY,2018-07-02,2018-07-03,2239.1,2274.4,76.0,2682.7999999999884,0.01576526282881523
APOLLOHOSP,2018-06-12,2018-07-03,988.0,1069.95,202.0,16553.900000000023,0.0829453441295547
LUPIN,2018-03-27,2018-07-04,750.0,938.0,240.0,45120.0,0.25066666666666665
GLENMARK,2018-07-03,2018-07-04,588.6,598.1,294.0,2793.0,0.016139993204213388
ALKEM,2018-07-04,2018-07-05,1869.95,1885.5,106.0,1648.2999999999884,0.008315730367122092
DRREDDY,2018-07-04,2018-07-06,2318.2,2267.0,86.0,-4403.1999999999825,-0.022086101285480036
SUNPHARMA,2018-07-05,2018-07-06,567.7,559.25,352.0,-2974.4000000000233,-0.014884622159591413
APOLLOHOSP,2018-07-04,2018-07-06,1080.5,1018.0,185.0,-11562.5,-0.05784359093012494
GLENMARK,2018-07-06,2018-07-09,580.0,581.25,344.0,430.0,0.0021551724137931034
ALKEM,2018-07-09,2018-07-10,1906.5,1910.4,103.0,401.70000000001164,0.0020456333595594497
SUNPHARMA,2018-07-09,2018-07-11,568.5,561.1,351.0,-2597.399999999994,-0.013016710642040418
LUPIN,2018-07-09,2018-07-13,912.9,865.0,219.0,-10490.100000000006,-0.05247015007120164
ZYDUSLIFE,2018-06-29,2018-07-16,377.9,350.0,529.0,-14759.099999999977,-0.07382905530563635
DRREDDY,2018-07-10,2018-07-16,2318.0,2084.95,85.0,-19809.25000000003,-0.1005392579810182
APOLLOHOSP,2018-07-11,2018-07-16,997.0,937.15,199.0,-11910.149999999994,-0.06003009027081246
BIOCON,2018-06-12,2018-07-16,308.0,292.4,649.0,-10124.400000000023,-0.05064935064935072
ALKEM,2018-07-16,2018-07-17,1879.15,1850.0,98.0,-2856.7000000000116,-0.015512332703616044
GLENMARK,2018-07-13,2018-07-17,565.6,565.1,337.0,-168.5,-0.000884016973125884
LUPIN,2018-07-18,2018-07-19,810.75,799.0,189.0,-2220.75,-0.014492753623188406
ZYDUSLIFE,2018-07-17,2018-07-19,361.8,342.0,552.0,-10929.600000000006,-0.05472636815920401
SUNPHARMA,2018-07-16,2018-07-19,533.9,544.6,336.0,3595.2000000000116,0.020041206218393042
LALPATHLAB,2018-07-19,2018-07-20,890.0,875.0,207.0,-3105.0,-0.016853932584269662
APOLLOHOSP,2018-07-17,2018-07-20,982.2,933.0,203.0,-9987.600000000006,-0.05009163103237634
ALKEM,2018-07-20,2018-07-23,1876.0,1875.0,96.0,-96.0,-0.0005330490405117271
BIOCON,2018-07-19,2018-07-23,285.5,284.08,644.0,-914.4800000000105,-0.004973730297723349
GLENMARK,2018-07-23,2018-07-24,563.85,564.0,321.0,48.14999999999418,0.0002660281989890525
LUPIN,2018-07-23,2018-07-25,799.0,797.0,237.0,-474.0,-0.0025031289111389237
BIOCON,2018-07-24,2018-07-25,287.5,275.98,630.0,-7257.599999999977,-0.04006956521739124
SYNGENE,2018-07-24,2018-07-26,298.05,288.0,614.0,-6170.700000000012,-0.03371917463512837
GLENMARK,2018-07-26,2018-07-27,569.5,573.6,310.0,1271.0,0.007199297629499601
LUPIN,2018-07-26,2018-08-01,814.3,844.0,215.0,6385.5,0.036473044332555625
DRREDDY,2018-07-17,2018-08-01,2070.0,2175.0,96.0,10080.0,0.050724637681159424
GLENMARK,2018-08-02,2018-08-03,588.0,596.2,340.0,2788.000000000029,0.013945578231292595
GRANULES,2018-08-01,2018-08-07,101.7,107.05,1782.0,9533.700000000012,0.052605703048180866
LUPIN,2018-08-06,2018-08-08,876.0,822.15,228.0,-12277.800000000017,-0.06147260273972605
DRREDDY,2018-08-07,2018-08-08,2261.5,2250.1,88.0,-1003.2000000000116,-0.005040902056157458
GRANULES,2018-08-08,2018-08-09,102.8,107.6,1849.0,8875.200000000012,0.046692607003891023
GLENMARK,2018-08-08,2018-08-09,588.2,595.0,335.0,2277.999999999971,0.011560693641618418
DRREDDY,2018-08-09,2018-08-10,2241.0,2222.1,88.0,-1663.2000000000116,-0.008433734939759076
SUNPHARMA,2018-08-09,2018-08-10,572.0,555.0,349.0,-5933.0,-0.02972027972027972
SYNGENE,2018-07-30,2018-08-13,298.0,284.08,597.0,-8310.24000000002,-0.04671140939597321
GLENMARK,2018-08-10,2018-08-13,590.35,582.95,334.0,-2471.5999999999767,-0.012534936901837854
ZYDUSLIFE,2018-07-25,2018-08-14,363.65,340.15,518.0,-12173.0,-0.06462257665337551
DRREDDY,2018-08-13,2018-08-14,2245.2,2279.0,76.0,2568.8000000000175,0.015054338143595308
SUNPHARMA,2018-08-13,2018-08-14,564.8,606.0,343.0,14131.600000000006,0.07294617563739385
ALKEM,2018-08-14,2018-08-16,2022.0,2025.3,88.0,290.3999999999942,0.0016320474777447847
LUPIN,2018-08-17,2018-08-21,879.95,889.15,203.0,1867.5999999999767,0.010455139496562226
BIOCON,2018-08-10,2018-08-21,281.7,306.42,688.0,17007.360000000015,0.08775292864749744
GRANULES,2018-08-21,2018-08-24,111.45,113.15,1618.0,2750.600000000006,0.015253476895468845
AUROPHARMA,2018-08-21,2018-08-24,664.95,695.0,300.0,9015.0,0.04519136777201286
LUPIN,2018-08-27,2018-08-28,913.0,903.05,219.0,-2179.0500000000175,-0.010898138006571792
ZYDUSLIFE,2018-08-24,2018-08-29,400.55,387.2,482.0,-6434.700000000012,-0.0333291723879666
ALKEM,2018-08-28,2018-09-03,2062.95,2201.0,96.0,13252.800000000017,0.06691873288252269
BIOCON,2018-08-29,2018-09-03,306.1,306.83,636.0,464.27999999996973,0.002384841555047244
LUPIN,2018-09-04,2018-09-05,917.6,904.7,217.0,-2799.2999999999884,-0.014058413251961614
SYNGENE,2018-08-16,2018-09-05,288.5,312.15,627.0,14828.549999999988,0.08197573656845746
GRANULES,2018-09-04,2018-09-05,111.95,113.3,1786.0,2411.0999999999767,0.0120589548905761
ZYDUSLIFE,2018-09-05,2018-09-06,404.0,424.35,495.0,10073.25,0.05037128712871293
LUPIN,2018-09-06,2018-09-07,919.0,960.9,217.0,9092.299999999988,0.04559303590859628
APOLLOHOSP,2018-09-06,2018-09-07,1110.2,1158.55,180.0,8703.0,0.04355071158349839
GRANULES,2018-09-07,2018-09-11,121.2,114.3,1650.0,-11385.0,-0.056930693069306974
APOLLOHOSP,2018-09-11,2018-09-12,1095.05,1106.0,182.0,1992.8999999999942,0.009999543399844798
LUPIN,2018-09-12,2018-09-14,961.45,964.0,208.0,530.3999999999942,0.002652244006448546
APOLLOHOSP,2018-09-14,2018-09-17,1116.65,1119.25,179.0,465.3999999999942,0.0023283929610888898
GRANULES,2018-09-14,2018-09-18,118.9,111.8,1682.0,-11942.200000000012,-0.0597140454163163
ALKEM,2018-09-17,2018-09-18,2060.2,2037.0,97.0,-2250.399999999994,-0.011261042617221542
LUPIN,2018-09-19,2018-09-21,911.7,895.35,219.0,-3580.6500000000233,-0.017933530766699596
GRANULES,2018-09-19,2018-09-21,112.8,107.6,1773.0,-9219.600000000006,-0.04609929078014187
ALKEM,2018-09-19,2018-09-21,2075.0,2072.0,96.0,-288.0,-0.0014457831325301205
IPCALAB,2018-09-21,2018-09-24,356.25,357.75,561.0,841.5,0.004210526315789474
LUPIN,2018-09-25,2018-09-26,886.7,891.45,225.0,1068.75,0.005356941468365851
ZYDUSLIFE,2018-09-24,2018-09-27,385.3,388.4,504.0,1562.399999999965,0.008045678691928279
APOLLOHOSP,2018-09-21,2018-09-27,1047.0,1068.5,191.0,4106.5,0.020534861509073542
GRANULES,2018-09-26,2018-09-28,102.5,94.5,1951.0,-15608.0,-0.07804878048780488
ALKEM,2018-09-27,2018-09-28,2050.0,2060.0,96.0,960.0,0.004878048780487805
LUPIN,2018-10-01,2018-10-03,897.0,896.0,222.0,-222.0,-0.0011148272017837235
LAURUSLABS,2018-07-19,2018-10-03,89.4,83.81,1692.0,-9458.280000000028,-0.06252796420581659
APOLLOHOSP,2018-09-28,2018-10-03,1053.75,1069.9,189.0,3052.350000000006,0.015326215895611
ALKEM,2018-10-03,2018-10-04,2050.0,2025.0,97.0,-2425.0,-0.012195121951219513
SUNPHARMA,2018-10-03,2018-10-04,620.5,598.0,236.0,-5310.0,-0.0362610797743755
LUPIN,2018-10-04,2018-10-05,853.0,834.0,230.0,-4370.0,-0.022274325908558032
CIPLA,2018-10-04,2018-10-05,639.5,640.0,225.0,112.5,0.0007818608287724785
SYNGENE,2018-10-01,2018-10-08,297.48,287.0,636.0,-6665.279999999999,-0.035229259109856186
APOLLOHOSP,2018-10-04,2018-10-08,1039.7,1074.8,192.0,6739.199999999953,0.03375973838607282
ALKEM,2018-10-08,2018-10-09,1977.5,1950.0,90.0,-2475.0,-0.01390644753476612
IPCALAB,2018-10-05,2018-10-09,319.5,313.0,464.0,-3016.0,-0.02034428794992175
ZYDUSLIFE,2018-10-05,2018-10-10,377.0,384.2,497.0,3578.399999999994,0.01909814323607424
GLENMARK,2018-10-09,2018-10-10,588.1,598.5,311.0,3234.399999999994,0.017684067335487122
BIOCON,2018-10-08,2018-10-10,297.42,309.25,672.0,7949.75999999998,0.03977540178871624
ALKEM,2018-10-10,2018-10-11,1975.0,1935.0,94.0,-3760.0,-0.020253164556962026
CIPLA,2018-10-10,2018-10-11,639.65,615.9,312.0,-7410.0,-0.037129680293910734
GLENMARK,2018-10-11,2018-10-12,597.0,602.3,307.0,1627.0999999999767,0.0088777219430485
LUPIN,2018-10-12,2018-10-15,846.0,888.75,226.0,9661.5,0.05053191489361702
IPCALAB,2018-10-10,2018-10-16,312.5,344.6,622.0,19966.20000000001,0.10272000000000008
LAURUSLABS,2018-10-10,2018-10-19,84.6,76.75,1762.0,-13831.699999999983,-0.09278959810874698
BIOCON,2018-10-12,2018-10-19,304.15,331.38,610.0,16610.29999999999,0.08952819332566175
CIPLA,2018-10-19,2018-10-22,633.5,633.05,312.0,-140.40000000002328,-0.0007103393843726053
LUPIN,2018-10-17,2018-10-23,895.0,853.0,223.0,-9366.0,-0.04692737430167598
LALPATHLAB,2018-10-23,2018-10-24,892.5,861.0,224.0,-7056.0,-0.03529411764705882
ALKEM,2018-10-23,2018-10-24,1948.1,1932.1,96.0,-1536.0,-0.008213130742775012
SYNGENE,2018-10-15,2018-10-25,297.65,287.95,670.0,-6498.999999999971,-0.032588610784478375
ZYDUSLIFE,2018-10-19,2018-10-25,372.75,340.5,415.0,-13383.75,-0.08651911468812877
SUNPHARMA,2018-10-24,2018-10-25,572.0,558.95,349.0,-4554.4499999999825,-0.022814685314685234
LALPATHLAB,2018-10-25,2018-10-26,866.05,885.1,230.0,4381.5,0.021996420529992573
ALKEM,2018-10-25,2018-10-26,1950.0,1928.0,71.0,-1562.0,-0.011282051282051283
GLENMARK,2018-10-26,2018-10-29,595.0,604.8,336.0,3292.7999999999884,0.016470588235294042
SUNPHARMA,2018-10-26,2018-10-29,550.9,571.65,264.0,5478.0,0.037665638046832456
BIOCON,2018-10-25,2018-10-30,308.52,321.92,619.0,8294.600000000035,0.04343316478672383
CIPLA,2018-10-29,2018-10-30,633.0,611.0,242.0,-5324.0,-0.03475513428120063
APOLLOHOSP,2018-10-29,2018-10-31,1149.0,1143.3,174.0,-991.8000000000175,-0.004960835509138421
ABBOTINDIA,2018-10-30,2018-10-31,7116.0,7625.0,28.0,14252.0,0.07152894884766722
LUPIN,2018-10-31,2018-11-01,880.0,850.85,169.0,-4926.350000000006,-0.033124999999999974
SYNGENE,2018-11-01,2018-11-02,285.65,287.6,700.0,1365.0000000000582,0.006826535970593543
GRANULES,2018-11-01,2018-11-02,101.1,100.85,1978.0,-494.5,-0.0024727992087042534
LALPATHLAB,2018-11-02,2018-11-05,884.9,885.0,226.0,22.60000000000582,0.00011300711944855096
ALKEM,2018-11-02,2018-11-05,1896.0,1910.0,103.0,1442.0,0.007383966244725738
APOLLOHOSP,2018-11-05,2018-11-06,1162.3,1126.1,172.0,-6226.400000000023,-0.031145143250451732
ABBOTINDIA,2018-11-05,2018-11-14,7580.0,7616.95,26.0,960.6999999999825,0.004874670184696546
LUPIN,2018-11-15,2018-11-19,852.5,856.1,232.0,835.2000000000116,0.004222873900293282
SYNGENE,2018-11-19,2018-11-21,284.0,287.42,699.0,2390.5800000000163,0.012042253521126816
LALPATHLAB,2018-11-21,2018-11-26,879.0,863.15,227.0,-3597.9500000000116,-0.018031854379977272
ALKEM,2018-11-26,2018-11-27,1928.0,1919.0,102.0,-918.0,-0.00466804979253112
DIVISLAB,2018-08-14,2018-11-30,1155.2,1426.9,173.0,47004.100000000006,0.23519736842105265
SUNPHARMA,2018-11-27,2018-12-03,491.3,455.5,400.0,-14320.0,-0.07286790148585388
TORNTPHARM,2018-10-24,2018-12-03,796.5,875.53,227.0,17939.809999999998,0.09922159447583173
LUPIN,2018-12-04,2018-12-06,888.0,847.05,225.0,-9213.75,-0.046114864864864914
BIOCON,2018-12-03,2018-12-07,307.75,305.0,649.0,-1784.75,-0.008935824532900082
SYNGENE,2018-12-06,2018-12-10,268.15,262.0,745.0,-4581.749999999971,-0.022934924482565646
ZYDUSLIFE,2018-11-01,2018-12-10,359.4,341.15,433.0,-7902.25,-0.050779076238174736
ALKEM,2018-12-10,2018-12-11,1918.0,1932.0,104.0,1456.0,0.0072992700729927005
ABBOTINDIA,2018-12-07,2018-12-11,7488.0,7323.0,26.0,-4290.0,-0.022035256410256412
BIOCON,2018-12-10,2018-12-12,305.3,319.02,553.0,7587.1600000000035,0.04493940386505067
LUPIN,2018-12-12,2018-12-13,824.05,852.5,242.0,6884.900000000023,0.03452460408955773
SYNGENE,2018-12-12,2018-12-14,268.0,288.0,708.0,14160.0,0.07462686567164178
ALKEM,2018-12-13,2018-12-14,1890.0,1880.0,105.0,-1050.0,-0.005291005291005291
ABBOTINDIA,2018-12-12,2018-12-14,7502.0,7555.0,23.0,1219.0,0.007064782724606772
LUPIN,2018-12-17,2018-12-18,846.25,845.7,221.0,-121.54999999998836,-0.0006499261447562239
SYNGENE,2018-12-18,2018-12-19,284.0,284.0,660.0,0.0,0.0
GRANULES,2018-12-14,2018-12-19,87.7,90.8,2280.0,7068.0,0.03534777651083232
ALKEM,2018-12-19,2018-12-20,1860.0,1865.0,104.0,520.0,0.002688172043010753
AUROPHARMA,2018-12-14,2018-12-20,725.9,726.0,275.0,27.5,0.00013776002204163486
LAURUSLABS,2018-12-03,2018-12-21,78.18,78.15,2558.0,-76.74000000001979,-0.00038372985418266993
ALKEM,2018-12-21,2018-12-24,1856.0,1852.0,107.0,-428.0,-0.0021551724137931034
BIOCON,2018-12-24,2018-12-26,305.75,307.98,651.0,1451.7300000000105,0.007293540474243723
ABBOTINDIA,2018-12-26,2018-12-31,7500.0,7564.95,26.0,1688.6999999999825,0.008659999999999975
SUNPHARMA,2018-12-20,2019-01-01,429.25,432.7,452.0,1559.3999999999942,0.008037274315666833
LUPIN,2019-01-01,2019-01-02,842.0,832.0,237.0,-2370.0,-0.011876484560570071
AUROPHARMA,2019-01-01,2019-01-02,731.1,722.1,271.0,-2439.0,-0.012310217480508822
ALKEM,2019-01-02,2019-01-03,1950.0,1962.0,101.0,1212.0,0.006153846153846154
LUPIN,2019-01-03,2019-01-04,821.1,828.5,239.0,1768.6000000000058,0.009012300572402846
SUNPHARMA,2019-01-03,2019-01-04,434.95,433.4,455.0,-705.25,-0.003563628003218787
ALKEM,2019-01-04,2019-01-07,1950.0,1960.0,101.0,1010.0,0.005128205128205128
BIOCON,2019-01-04,2019-01-07,308.55,310.0,643.0,932.3500000000058,0.004699400421325518
