stock,buy_date,sell_date,buy_price,sell_price,quantity,profit,profit_percent
GMRINFRA,2018-08-01,2018-08-09,18.0,18.65,11111.0,7222.149999999994,0.03611111111111103
SHREECEM,2018-08-08,2018-08-09,17262.0,17269.85,11.0,86.34999999997672,0.00045475611169033396
ICICIGI,2018-08-09,2018-08-10,780.0,792.0,256.0,3072.0,0.015384615384615385
IGL,2018-08-10,2018-08-13,299.3,290.0,668.0,-6212.399999999994,-0.031072502505847012
ZYDUSLIFE,2018-07-27,2018-08-13,373.6,352.9,535.0,-11074.5,-0.055406852248394124
DLF,2018-08-13,2018-08-16,194.6,207.3,1027.0,13042.900000000023,0.06526207605344304
NTPC,2018-08-13,2018-08-16,131.58,132.5,1519.0,1397.4799999999814,0.006991944064447388
CUMMINSIND,2018-08-16,2018-08-20,669.0,713.85,298.0,13365.300000000017,0.06704035874439465
ONGC,2018-08-20,2018-08-21,169.0,170.75,1183.0,2070.25,0.010355029585798817
INDUSTOWER,2018-07-30,2018-09-05,288.5,271.9,693.0,-11503.800000000017,-0.05753899480069332
SYNGENE,2018-08-16,2018-09-05,288.5,312.15,693.0,16389.449999999983,0.08197573656845746
BRITANNIA,2018-09-05,2018-09-06,3098.25,3099.5,64.0,80.0,0.0004034535624949568
IBULHSGFIN,2018-09-05,2018-09-06,1222.5,1202.2,163.0,-3308.899999999994,-0.016605316973415097
ULTRACEMCO,2018-09-06,2018-09-07,4152.0,4274.6,48.0,5884.8000000000175,0.02952793834296733
GRANULES,2018-09-07,2018-09-11,121.2,114.3,1650.0,-11385.0,-0.056930693069306974
IOC,2018-08-21,2018-09-12,105.2,99.43,1901.0,-10968.76999999999,-0.05484790874524711
HDFCLIFE,2018-09-06,2018-09-14,452.5,426.9,441.0,-11289.600000000006,-0.056574585635359165
JUBLFOOD,2018-09-12,2018-09-14,267.2,265.41,748.0,-1338.9199999999837,-0.0066991017964070495
BHARATFORG,2018-09-14,2018-09-17,668.85,652.1,299.0,-5008.25,-0.025042984226657697
SBILIFE,2018-08-09,2018-09-17,672.8,635.0,297.0,-11226.599999999977,-0.05618311533888222
BANKBARODA,2018-09-14,2018-09-18,134.25,112.1,1489.0,-32981.350000000006,-0.16499068901303543
M&MFIN,2018-09-17,2018-09-18,268.88,268.45,743.0,-319.4899999999907,-0.001599226420708148
GNFC,2018-09-18,2018-09-21,401.15,381.0,498.0,-10034.699999999983,-0.05023058706219613
NMDC,2018-09-17,2018-09-21,120.5,115.25,1659.0,-8709.75,-0.043568464730290454
COALINDIA,2018-09-21,2018-09-24,276.0,281.6,724.0,4054.4000000000233,0.02028985507246385
SBIN,2018-09-18,2018-09-24,273.6,263.35,730.0,-7482.5,-0.03746345029239766
CROMPTON,2018-09-24,2018-09-25,220.95,219.0,905.0,-1764.75,-0.008825526137135047
GMRINFRA,2018-09-25,2018-09-27,16.8,16.8,11904.0,0.0,0.0
APOLLOHOSP,2018-09-21,2018-09-27,1047.0,1068.5,191.0,4106.5,0.020534861509073542
IDFC,2018-09-24,2018-09-27,43.0,40.3,4651.0,-12557.700000000012,-0.06279069767441867
ICICIBANK,2018-09-27,2018-10-01,308.3,314.2,648.0,3823.2000000000116,0.019137204022056365
LAURUSLABS,2018-07-20,2018-10-03,89.0,83.81,2247.0,-11661.929999999993,-0.05831460674157301
MFSL,2018-09-27,2018-10-03,419.0,392.0,477.0,-12879.0,-0.06443914081145585
COALINDIA,2018-10-03,2018-10-04,276.2,274.1,724.0,-1520.399999999965,-0.007603186097031014
CUB,2018-10-03,2018-10-04,167.6,164.0,1193.0,-4294.799999999988,-0.021479713603818583
ZEEL,2018-10-04,2018-10-05,438.25,415.7,456.0,-10282.800000000017,-0.051454649172846575
PEL,2018-09-27,2018-10-05,2328.1,2127.99,85.0,-17009.350000000006,-0.08595421158884933
SYNGENE,2018-10-01,2018-10-08,297.48,287.0,672.0,-7042.559999999998,-0.035229259109856186
