date,open,high,low,close,volume,title,description,title_sentiment,desc_sentiment,daily_change_pct,market_sentiment,next_day_change_pct,next_day_sentiment
2017-12-21 13:04:46.632,1280.0,1295.0,1275.0,1288.1,18018.0,Tech solution platform Univariety raises ₹12.5 crore from Info Edge,"Univariety, a Hyderabad-based technology solution platform, that helps schools provide",neutral,neutral,0.6328124999999929,neutral,-1.0861132660977502,negative
2018-01-01 18:02:15.507,1390.0,1392.45,1316.4,1350.0,38486.0,"Demand Pick-Up In Real Estate To Bolster 99Acres’ Growth, Says Info Edge","The demand slowdown in real estate sector is behind us, says Info Edge chief.",neutral,negative,-2.877697841726619,negative,-0.2925925925925959,neutral
2018-01-10 13:01:32.099,1420.0,1413.0,1374.95,1385.0,51220.0,"Budget wish list: Skill people better rather than create too many engineers & MBAs, says  Hitesh Oberoi, Info Edge",“We saw a mild recovery in Jobspeak index in Nov and Dec as the same period in 2016 was hit by DeMo”,neutral,positive,-2.464788732394366,negative,0.4268445783564722,neutral
2018-02-02 13:02:09.153,1362.0,1390.0,1292.55,1330.0,1245764.0,Alibaba's twin investments: BigBasket gets $200 mn and $150 mn for Zomato,"Info Edge India said it will sell 6.7% stake in food delivery firm Zomato to Ant Financial, Alibaba Group Holding's payment affiliate, for $50 mn",neutral,neutral,-2.3494860499265786,negative,-2.2900763358778624,negative
2018-02-02 13:02:21.901,1362.0,1390.0,1292.55,1330.0,1245764.0,Zomato raises $200 million from Ant Financials,"The funding includes a $50 million secondary share sale by Zomato shareholder Info Edge to Ant Financials, which will dilute its stake in Zomato to about 30.91% post the fresh capital infusion",neutral,neutral,-2.3494860499265786,negative,-2.2900763358778624,negative
2018-04-04 18:00:41.365,1230.0,1242.25,1185.0,1204.0,26307.0,Brokerages remain positive on Zomato operator Info Edge post revenue growth,"Zomato reported a revenue of USD 74 million in FY18 as compared to USD 51 million in FY17, the company states in its blog.",positive,positive,-2.113821138211382,negative,-0.842975206611574,neutral
2018-05-30 18:00:44.389,1300.0,1324.8,1246.0,1255.0,101008.0,"Weather currency storm by hiding in IT: Jagannadham Thunuguntla, Centrum Broking",Info Edge stands head and shoulders above the rest in listed e-comm space.,neutral,neutral,-3.4615384615384617,negative,-3.3526424377083,negative
2018-05-30 23:01:21.320,1300.0,1324.8,1246.0,1255.0,101008.0,Info Edge posts Q4 loss at Rs13.7 crore,"Info Edge, which owns online job portal Naukri.com, today reported a net loss of Rs13.7 crore on a standalone basis for the fourth quarter, as against net profit of Rs32.8 crore in the year-ago period",negative,negative,-3.4615384615384617,negative,-3.3526424377083,negative
2018-06-26 13:00:31.422,1204.0,1210.0,1165.1,1181.0,57296.0,Info Edge gains 10% after agreement with SoftBank for joint investment,"The stock surged 10% to Rs 1,288 on the BSE after the company said it has signed an agreement with SoftBank to jointly invest $90 million in Etechaces, the parent of PolicyBazaar.",positive,positive,-1.910299003322259,negative,-2.883799830364716,negative
2018-06-27 18:01:19.704,1179.0,1179.0,1135.0,1145.0,88962.0,Hold Info Edge; target of Rs 1330: ICICI Direct,"ICICI Direct recommended hold rating on Info Edge with a target price of Rs 1330 in its research report dated June 26, 2018.",neutral,positive,-2.883799830364716,negative,2.9834494773519165,positive
2018-06-28 10:02:44.278,1179.0,1179.0,1135.0,1145.0,88962.0,Hiring to drive Info Edge stock performance; realty vertical to aid growth,The upside trigger for the stock could be a valuation upgrade for the investments the company has made in various segments,positive,positive,-2.883799830364716,negative,2.9834494773519165,positive
2018-07-06 10:00:15.069,1231.0,1252.05,1198.85,1199.5,136500.0,"Info Edge, MacRitchie Investments to invest Rs 190.51 cr in PolicyBazaar","The transaction is subject to change consequent to completion of primary investment in Etechaces announced by Info Edge on June 25, 2018, the statement said.
",neutral,neutral,-2.55889520714866,negative,1.8455284552845568,positive
2018-07-06 13:00:56.609,1231.0,1252.05,1198.85,1199.5,136500.0,"Info Edge, MacRitchie Investments to invest Rs 190.51 crore in PolicyBazaar","
The primary component in the overall fund raising was USD 200 million, while the rest has been secondary.",neutral,neutral,-2.55889520714866,negative,1.8455284552845568,positive
2018-07-09 10:00:26.712,1230.0,1258.7,1215.0,1252.7,129385.0,Stock pick of the week: What analysts have to say about Info Edge,"Continuing good performance of Naukri, expectations of better performance of 99acres and fall in valuations of stock over the past 6 months have made it favourite.",neutral,positive,1.8455284552845568,positive,3.011093502377179,positive
