date,open,high,low,close,volume,title,description,title_sentiment,desc_sentiment,daily_change_pct,market_sentiment,next_day_change_pct,next_day_sentiment
2018-02-14 13:01:19.481,1055.0,1056.7,1031.25,1036.6,257808.0,Expect 6% growth in CNG voulmes going ahead: Mahanagar Gas,"In an interview with CNBC-TV18, SM Ranade, CFO of Mahanagar Gas spoke about the results and his outlook for the company.",positive,neutral,-1.744075829383895,negative,-1.3854146623051848,negative
2018-04-03 13:00:26.794,1020.0,1023.4,983.45,987.85,116393.0,Tata Communications gains 3% on partnership with Mahanagar Gas,"Tata Communications is working with Mahanagar Gas to deploy 5,000 smart gas meters in Mumbai.",positive,positive,-3.151960784313723,negative,1.62650602409639,positive
2018-04-03 18:01:26.478,1020.0,1023.4,983.45,987.85,116393.0,"Tata Communications and Mahanagar Gas Ltd to deploy 5,000 smart gas meters in Mumbai",Tata Communications public Internet of Things (IoT)network will provide connectivity to MGLs smart meters.,neutral,positive,-3.151960784313723,negative,1.62650602409639,positive
2018-04-11 13:00:31.031,914.9,926.9,914.0,918.0,1175662.0,Mahanagar Gas drops 4% on block deal,A total of 4.76 lakh shares changed hands on the counter.,neutral,neutral,0.3388348453382908,neutral,-0.952587140073604,negative
2018-04-12 13:00:55.850,923.8,925.0,911.7,915.0,473202.0,Shell India unit sells 8.5% stake in Mahanagar Gas,"BG Asia Pacific Holdings Pte Ltd, a wholly owned subsidiary of Shell India, said it has sold 8.5% stake in Mahanagar Gas Ltd",neutral,neutral,-0.952587140073604,negative,-0.3060109289617436,neutral
2018-04-13 18:00:37.315,923.8,925.0,911.7,915.0,473202.0,Shell sells 8.5% stake in Mahanagar Gas,"The sale of equity shares was done in the open market by way of a bulk deal on April 11, Mahanagar Gas Ltd said in a regulatory filing.",neutral,neutral,-0.952587140073604,negative,-0.3060109289617436,neutral
2018-04-23 13:02:29.145,910.8,918.0,906.15,908.75,482559.0,Mahanagar Gas Q4 PAT seen up 31.9% YoY to Rs. 131.2 cr: KR Choksey,"Net Sales are expected to increase by 12.7 percent Y-o-Y (up 1.9 percent Q-o-Q) to Rs. 592.3 crore, according to KR Choksey.",positive,positive,-0.2250768555116331,neutral,-1.2665198237885462,negative
2018-04-27 18:02:16.997,890.1,901.7,887.8,895.1,140233.0,"Expecting better price realisation in industrial, commercial spaces: SM Ranade, Mahanagar Gas","Higher domestic supply is definitely going to be a good news for the company, says  SM Ranade.",positive,positive,0.5617346365576902,neutral,-0.7748049052396929,neutral
2018-05-21 23:00:56.521,824.0,827.0,772.15,793.1,2207178.0,Mahanagar Gas reports 5% rise in Q4 net,"Mahanagar Gas Ltd, which retails CNG in Mumbai and adjoining suburbs, today reported a 5 percent rise in its March quarter net profit to Rs 104.76 crore. The company had a net profit of Rs 99.47 crore in the same period of the previous fiscal, it said in a regulatory filing.",positive,positive,-3.749999999999997,negative,0.819672131147541,neutral
2018-05-22 10:00:21.552,824.0,827.0,772.15,793.1,2207178.0,Mahanagar Gas hits fresh 52-week low on disappointing Q4 results,"The stock dipped 7% to Rs 785, also its fresh 52-week low on the BSE, after the company reported a lower than expected 5.3% growth in net profit at Rs 1.05 billion in March quarter.",negative,negative,-3.749999999999997,negative,0.819672131147541,neutral
