date,open,high,low,close,volume,title,description,title_sentiment,desc_sentiment,daily_change_pct,market_sentiment,next_day_change_pct,next_day_sentiment
2018-01-09 18:02:17.269,179.0,181.9,172.0,174.25,416348.0,"Aditya Birla Fashion names Ashish Dikshit as MD, Jagdish Bajaj as CFO",Aditya Birla Fashion and Retail names Ashish Dikshit as its managing director and Jagdish Bajaj as CFO for the company after a board meeting,neutral,neutral,-2.653631284916201,negative,-1.913337084974664,negative
2018-01-30 13:00:50.237,160.0,164.0,158.4,164.0,635953.0,Aditya Birla Fashion plans women’s innerwear and athleisure products,To market under Van Heusen brand name,neutral,neutral,2.5,positive,0.671550671550668,neutral
2018-02-02 18:00:55.270,162.75,166.9,154.75,155.0,1668353.0,Aditya Birla Fashion and Retail posts Q3 profit of Rs 35 cr,"Aditya Birla Fashion and Retail Ltd (ABFRL) today reported a net profit of Rs 35 crore for the third quarter ended December 31, 2017.",neutral,positive,-4.761904761904762,negative,-0.1935483870967815,neutral
2018-02-05 13:01:16.018,148.0,154.2,143.2,153.0,707077.0,"Aditya Birla Fashion scales down Forever21, cuts costs","Rs23 crore loss in fast fashion is mostly because of Forever21, says Ashish Dikshit, MD of Aditya Birla Fashion’s Madura Lifestyle business",positive,neutral,3.3783783783783785,positive,-1.9658395101514736,negative
2018-04-05 13:02:57.985,149.0,150.85,147.6,148.4,130234.0,Aditya Birla Fashion & Retail (₹150.8): Buy,"The stock of Aditya Birla Fashion and Retail was resilient on Wednesday, when the benchmark indices fell more than one per cent. With an above average volume the stock surged 2.3 per cent reinforcing",neutral,positive,-0.4026845637583854,neutral,1.3758389261745043,positive
2018-04-16 13:01:37.118,152.1,153.55,149.75,150.0,3088335.0,Aditya Birla Fashion & Retail Q4 PAT seen up 36% YoY to Rs. 29.7 cr: ICICI Direct,"Net Sales are expected to increase by 11.1 percent Y-o-Y (down 3.2 percent Q-o-Q) to Rs. 1,794.9 crore, according to ICICI Direct.",positive,positive,-1.3806706114398386,negative,-2.913907284768216,negative
2018-05-11 18:00:11.298,145.85,159.4,144.15,148.0,4094166.0,Aditya Birla Fashion Q4 profit rises over five-fold to Rs 113.12 cr,,positive,neutral,1.474117243743576,positive,0.0333333333333409,neutral
2018-06-14 00:24:59.499,138.8,140.35,137.5,140.25,125013.0,Aditya Birla Fashion offers American Eagle apparel line,Eyes 18-25% share in premium denim segment in 7 years,neutral,neutral,1.0446685878962454,positive,1.2116892373485306,positive
2018-06-14 10:01:49.094,138.8,140.35,137.5,140.25,125013.0,Aditya Birla Fashion brings American Eagle line to India,Aditya Birla Fashion and Retail Ltd is getting denim and casual wear American Eagle to India and expects the brand to be among the top three in this market in 5-7 years. American Eagle is a $3.8-billi,positive,neutral,1.0446685878962454,positive,1.2116892373485306,positive
2018-07-17 23:01:29.454,136.65,136.9,133.5,133.85,146644.0,Will IPO of TCNS activate listed players?,"Shares such as Arvind, Kewal Kiran Clothing, Future Lifestyle, Aditya Birla Fashion and Retail, Page Industries and Trent will remain in focus as TCNS Clothing Company's public issue opens for subscri",neutral,neutral,-2.049030369557271,negative,2.170658682634735,positive
