date,open,high,low,close,volume
2017-07-03,16921.8,17727.3,16887.3,17601.0,21065
2017-07-04,17633.8,17951.0,17571.5,17624.0,10504
2017-07-05,17550.1,18000.0,17550.1,17950.0,8732
2017-07-06,18094.0,18125.0,17903.5,18079.9,10764
2017-07-07,18000.0,18444.7,17923.6,18335.0,16023
2017-07-10,18400.0,18400.0,18000.0,18350.0,21474839067
2017-07-11,18100.0,18471.9,18100.0,18400.0,12399
2017-07-12,18499.9,18550.0,17762.7,18500.1,18445
2017-07-13,18307.8,18949.9,18307.8,18817.0,16526
2017-07-14,18850.0,19000.0,18511.0,18564.9,22423
2017-07-17,18596.2,18639.9,18039.0,18051.0,24639
2017-07-18,18111.0,18500.0,18047.7,18325.0,15923
2017-07-19,18449.9,18550.0,18160.0,18219.2,11483
2017-07-20,18327.0,18333.7,17751.1,17860.0,8696
2017-07-21,17790.2,18027.3,17627.7,17650.0,7610
2017-07-24,17700.0,17775.7,17649.6,17650.0,7112
2017-07-25,17695.9,17813.1,17529.6,17550.0,6530
2017-07-26,17772.3,17772.9,17201.2,17503.8,15952
2017-07-27,17470.0,17699.9,17400.0,17550.0,14259
2017-07-28,17550.0,17742.9,17420.0,17429.1,9086
2017-07-31,17490.0,18800.0,17235.2,18755.0,61347
2017-08-01,18799.9,18799.9,18140.2,18640.0,20821
2017-08-02,18600.0,18635.0,18300.5,18375.1,6943
2017-08-03,18530.0,18688.0,17985.0,17990.0,17545
2017-08-04,18120.0,18255.0,17850.0,18005.5,8777
2017-08-07,18005.5,18227.0,18000.0,18050.0,8372
2017-08-08,18050.0,18196.8,17430.0,18005.0,28680
2017-08-09,17535.0,18050.0,17535.0,17718.1,11296
2017-08-10,17801.0,17901.8,17285.7,17400.0,9535
2017-08-11,17300.0,17799.9,16760.0,17700.1,13036
2017-08-14,17794.1,17884.3,17400.2,17530.0,20606
2017-08-16,17570.0,17944.0,17244.2,17500.0,15220
2017-08-17,17699.0,17699.0,17126.9,17283.0,13479
2017-08-18,17283.0,17562.0,17050.8,17389.6,15599
2017-08-21,17485.0,17485.0,17020.1,17056.1,7601
2017-08-22,17200.0,17465.0,17085.8,17140.0,7065
2017-08-23,17140.0,17378.0,16948.5,17160.0,10734
2017-08-24,17160.0,17259.2,16759.6,17000.0,13192
2017-08-28,17001.0,17665.3,16960.6,17550.0,19705
2017-08-29,17565.4,17615.1,17000.0,17465.0,12618
2017-08-30,17465.0,17777.0,17300.1,17750.1,20411
2017-08-31,17750.1,17849.9,17505.5,17600.0,28954
2017-09-01,17650.1,17848.0,17600.0,17800.0,10125
2017-09-04,17982.0,17982.0,17665.1,17860.0,10876
2017-09-05,17949.0,18124.6,17703.4,17956.9,19829
2017-09-06,18100.0,18400.0,17870.1,18340.5,14343
2017-09-07,18499.9,18696.1,18329.0,18510.1,18747
2017-09-08,18556.8,18800.0,18556.8,18700.5,24771
2017-09-11,18753.3,18848.4,18682.3,18800.0,26621
2017-09-12,18853.6,19250.8,18811.2,19000.0,84462
2017-09-13,19000.0,19178.6,18709.0,18800.0,5655
2017-09-14,18869.0,19101.0,18700.0,18800.0,11386
2017-09-15,18600.0,18899.9,18151.2,18545.1,34183
2017-09-18,18680.0,18698.0,18450.0,18500.0,8552
2017-09-19,18500.0,18579.9,18267.8,18450.1,10346
2017-09-20,18598.0,18598.0,18300.0,18300.0,6603
2017-09-21,18325.1,18624.8,18065.7,18450.0,28427
2017-09-22,18450.0,18495.0,17592.2,17800.0,20330
2017-09-25,17760.0,17832.0,17155.2,17561.5,11013
2017-09-26,17561.5,18087.1,17063.1,17915.0,27904
2017-09-27,18208.0,18208.0,17840.0,18021.0,16678
2017-09-28,18122.2,18398.0,17983.5,18115.0,17200
2017-09-29,18150.0,18700.0,18100.1,18525.0,19492
2017-10-03,18580.1,18941.2,18487.8,18500.0,13201
2017-10-04,18590.0,18875.0,18473.2,18738.0,8222
2017-10-05,18772.3,18955.0,18445.6,18850.0,20962
2017-10-06,18850.0,18850.2,18675.0,18785.0,13333
2017-10-09,18812.8,18812.8,18520.0,18540.5,3413
2017-10-10,18568.4,18785.7,18568.4,18700.0,21919
2017-10-11,18700.0,18815.8,18428.8,18500.0,13907
2017-10-12,18420.5,18599.0,18242.6,18501.0,17196
2017-10-13,18630.6,18786.1,18177.6,18590.0,18760
2017-10-16,18501.0,18862.5,18442.8,18686.6,13839
2017-10-17,18686.6,18790.0,18461.5,18623.2,8789
