symbol,ffmc
INFY,5627297535940.64
TCS,3965972602167.24
BHARTIARTL,2515254615615.6
HCLTECH,1580773689549.76
TECHM,816728897617.6
WIPRO,628755120468.11
LTIM,561851708218.94
ZOMATO,555791262962.05
NAUKRI,404454759120.0
COFORGE,391575468212.28
PERSISTENT,366156846000.0
TATAELXSI,315442623888.0
KPITTECH,245528677320.96
NYKAA,243009293756.45
IRCTC,237728000000.0
MPHASIS,220053058500.0
TATACOMM,212433300000.0
POLICYBZR,210306780013.26
CYIENT,183896752361.94
SONATSOFTW,149260595113.06
LTTS,144500153758.06
PAYTM,134623679480.61
BSOFT,116494863764.97
IDEA,109042503819.2
OFSS,102010846672.61
INDIAMART,83670911460.0
TANLA,77755851220.38
INTELLECT,71129434872.6
AFFLE,68010998312.0
HAPPSTMNDS,61025653256.36
