stock,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
BANKBARODA,15.159304050448252,-18.720828990245028,-0.5051284257522344,-14.060508951998331,-7.393957280512344,3.6780867043566627,-23.346492046412706,-23.88322105547683,-34.55776622930835,65.18939530931831,26.038443866591983,48.232248845758065
BATAINDIA,-9.433816425346553,-14.184739415288817,-11.484470286795702,26.485661640673342,2.698345901386934,15.04908529499458,-58.14146999829948,57.032659046471764,-3.7670866844557773,30.25737292847801,0.49337529432770344,15.357494163801476
BEL,-16.494031332110644,-21.391867546660514,3.1510912201123795,8.612049607225782,27.53049152743081,54.9377152463227,-50.45201985535703,30.392634521878293,-30.25750044209895,33.66329260225784,8.390721405192147,32.24761840081732
BERGEPAINT,-24.557751152564546,-4.401665882683105,10.609297869910895,14.173149470180302,10.793068271115457,-12.45613675666999,-16.63344613861201,30.980913056187518,-0.8199562367127355,16.60748617070601,20.003822149910622,34.17791845809409
BHARATFORG,16.252732757678125,-6.6823291310756705,-71.75008238771197,40.26328623277388,-1.0160408415357578,1.2174349351496758,-28.074580172773384,38.35800911650067,-6.912450572493867,35.81572789725156,14.252650358718165,17.400607673476532
BHARTIARTL,4.82869592785482,0.07108724541513478,-13.808680043312457,33.061916348430856,8.259565731706587,5.737372821612096,16.651295381746277,16.4880912143046,-9.6797098889721,18.858587560318163,53.44554252837964,10.869692985974368
BHEL,-2.4338932318504947,-38.31800598802347,-24.98517048608514,30.071625032028006,66.60323543389798,7.092723459112085,-77.09155518219636,6.6190314843245535,-16.113559927183047,54.02779577553856,38.33801253432837,7.858219334965666
BIOCON,-2.5092726580008726,-3.926151247676279,-20.90413741151668,52.4953890178835,-9.246721741152154,0.05702216793152104,-96.29823281808427,-15.719461480968764,23.859626593569796,-24.662085945060074,50.58629073769417,36.35131745810778
BOSCHLTD,1.2212268678108313,-17.979516381023043,-35.18748510035653,17.14813067990176,-5.299067990093187,11.241006221502115,1606.4145289838223,-0.027617843994578006,-7.326588602834249,11.996199394640396,20.66721441803122,9.002752265177405
BPCL,-6.462914473975278,-26.371929886911083,-2.3779371465941894,9.570566976829396,9.158840125832434,-7.211358448666028,163.0475551691082,2.384798114447351,-2.005455675969524,-4.537342861871025,36.879389539191166,18.944655497954198
BRITANNIA,-0.3737033976036863,-8.507375790248929,-7.424219546353452,24.810789383964103,29.66440526580888,13.275243118663006,74.34492454728955,16.02720946777787,5.059198822558386,-6.153243298658183,32.3938148075822,8.213478539536279
BSOFT,-20.639092620081183,-22.540930873492158,-17.484791733980007,23.141542494573454,53.48044453617169,33.75131968746396,-55.186271277494996,31.411100836181312,-18.716783348936247,23.693440029985503,69.28481902809814,62.8314492735875
CANBK,3.8499006898631505,-57.04764102709906,-22.82585056406797,-8.30396275765848,1.3918305431203764,5.707113038864687,2.4998123789482323,-0.9679763145454836,-48.01728943562801,111.72350649251834,26.259960989237197,44.54627675989659
CANFINHOME,18.933363584751095,25.66532934582443,-10.055812446600122,-0.15483903108238906,-22.46812580822462,5.646226735462447,12.802644935869495,10.03947235654048,-31.24040472255045,17.46950662032435,9.161544659874476,0.716083474888662
CHAMBLFERT,64.35375636014898,-54.071613783106315,-20.184457705878508,44.24365763717919,17.195058504129427,-31.676316896484504,-48.64236444033997,31.40455081142063,-2.270121193765417,33.934177988601576,16.704289797114935,44.981527138023196
CHOLAFIN,22.04892510318438,56.43207861866289,-30.110604629822177,47.687012918053526,-2.6171737222934848,18.347930021651315,-69.04789020698102,47.68105669666053,-4.495268232164597,27.49008280854183,43.40772060157402,4.534961688833604
CIPLA,-7.994196242196083,-19.89227937854222,6.1023649008449805,61.44634421642536,5.283138324749835,16.167525765516533,-59.00359017617741,11.695523698826406,6.521525086603896,10.869479739231657,-13.878050867575254,4.676193511421144
COALINDIA,-3.296929633480517,20.118203935102542,-28.398478299448236,26.616816618482662,21.345136355628547,-24.96658740939026,-110.68141768227675,11.314881184131764,41.756280782695264,19.919907847946828,-10.329897015203082,11.574964190149807
COFORGE,51.7363905283959,-14.893349366055089,-19.39611958967801,38.68260400997843,46.77607875747635,9.299239289464445,7.623797510735562,41.28075209115385,-11.391644354995531,46.24281360770955,19.16784986553177,41.72383635384267
COLPAL,-21.738956448620527,-12.549711988462885,9.09028642357611,27.07918732548635,18.863272288217715,-14.372989681355818,11.331401064658175,9.181991010044987,10.173640378608383,10.898416099913922,-2.7122625803241656,32.799412123830386
CONCOR,-1.3085125880481154,-15.315701702050797,-13.861740092959748,16.191065967120434,39.34929309189515,5.677154018354323,-48.232034968422646,2.315969313173739,24.37950930965589,9.592842591972882,7.775857823708376,12.072487034229882
COROMANDEL,19.424903484230494,-15.784342296631658,5.86614246874646,-4.704564253325273,23.84893470784798,12.409362190870677,-60.12254118836797,-6.744697271611509,5.1798742685895,20.87973520371753,12.149902341446017,37.1985736716982
CROMPTON,12.101250489509818,-24.724439493624974,-27.68472433049013,0.5486980891532314,3.919259292745967,15.296941832485299,-56.74695315859231,17.96060105786831,10.987911737435084,-19.15837007005693,22.61604423888225,23.875095449542727
CUB,-25.480645449788362,-29.87072068130768,-45.06009702970105,43.81147671200196,2.0819832669466063,-19.454867894048334,12.684790824329529,27.20305580330189,5.981440804987969,25.8973580877192,28.35494667061992,10.187607639497154
CUMMINSIND,21.830056631681625,-6.799754655022383,-11.349447510067158,3.5000922560730183,5.961494278063506,18.64631152599545,-49.398508006952916,0.5310155952696474,-15.098540901228196,4.318883592964351,50.97124146389426,18.453614252652795
DABUR,1.6737456913492155,-11.745494217934539,-9.166273217725218,21.796689230047264,-1.6654925527378905,5.227149712074597,-36.60032509734799,11.426885407724818,-8.488170747728175,-8.06618713321907,18.181261611345846,8.02177535423243
DALBHARAT,804.7434649077001,17.256267398670676,-41.03844275643274,22.771299342975936,23.528127320240653,11.947015661818861,25.65084019279694,2.882687230679326,10.781470920932001,-9.193801312077198,52.21548032438673,-7.430220514204722
DEEPAKNTR,10.436639636305422,40.05279100454521,35.46916623124413,53.53500776232036,1.286079197610659,-19.092993910665136,-8.79616021417109,52.96000044434435,55.23373730710118,0.9225353532384744,16.019671239687813,36.165241014974015
DELTACORP,-8.015851096240269,-25.52531362013375,-64.49426059920248,-1.484214410410254,6.777253924025208,-36.21273591897902,-14.475953878259036,58.47672558435957,-16.5747773750605,78.47711105289807,28.420126520531397,39.781437103010056
DIVISLAB,-27.131018168211806,7.94653426425972,15.712355294301851,58.208315061535174,-30.60921252716946,6.3060511520809825,187.2580616795476,35.11887375551074,24.420025347409325,19.20490802093684,32.30624895871268,19.644874319559115
DIXON,-30.731985030579768,14.7492529902295,-8.601065343199021,52.93323985979823,17.31369878779938,14.855395391642924,13.288349532854028,67.41941831085717,-62.18352487033026,1.2564409753841304,65.00103836236983,66.01052974922125
DLF,19.564836387188567,-24.487562389972293,-19.89283469395483,5.83165957834738,30.9427154697568,-18.013533882306834,-48.948915049187335,14.54242024955914,-25.867598065120934,56.75032400783124,69.00102443423948,52.992480510447066
DRREDDY,-21.288103108576685,-16.496457018804243,22.34530332733439,48.17069746663157,-14.13971879809298,24.838564450039936,1865.7176928078886,-3.2301461208123383,49.925473933521246,-3.78396196316687,15.29378201984396,8.721128982907944
EICHERMOT,-33.41953831025588,-29.06897313504272,-18.559537038985464,34.54572024168256,38.5228894959597,-1.8865738661221658,149.32771799302083,23.28914623452646,17.83918160744082,3.4394800006932496,25.349539335248984,6.513324627465788
ESCORTS,9.718506280330496,17.73269812189209,-19.09651896296944,13.068978698309444,12.68405735241116,-6.594291630716322,-57.64565901612415,48.194907735481806,24.663470708909433,23.205729745525474,49.527605454075626,-9.354117856096577
EXIDEIND,-1.566740896489582,-38.33669491202678,-20.506821521668005,37.354811281600384,19.97214781123916,-13.168552888063843,-42.571237495926994,-5.649319661979235,15.797523024973383,-1.0697739822148171,32.525586517189055,22.253908096700137
FEDERALBNK,11.536183565282977,-4.946642305999073,-62.995087566766095,32.709704861887936,-10.774457463079766,14.958776949484133,-50.83763757041219,-13.326320649101078,-2.0037764813020895,42.72097939971743,16.715464125909918,21.89056615101711
GAIL,1.4889034641719552,6.730305208524068,-20.73811713998346,29.212291406341052,14.0188923069697,-19.79765635318954,635.0943556315154,-5.076487375360982,19.940733109916884,6.754221066782041,4.208939026608215,51.38102961685826
GLENMARK,-33.91462743350083,-25.582410890082073,-14.111571657868184,102.75670794868587,-15.847648139083681,37.65160867429761,-68.82259612051338,-22.445941485676215,-6.546845611631234,-10.753442355965824,21.518311303693118,29.62126464767415
GMRINFRA,-16.1254824978873,-16.623447283109424,-11.6587578746689,18.263161960395525,-4.601070080631496,7.561931961860113,-61.157956018714,36.56177670342156,7.754102406408791,49.06933450253097,27.283515189817432,67.93923482256702
GNFC,16.208378544636425,-3.48365180150636,19.454275049035992,85.04345191719828,-25.836848680439026,-31.87133961675471,55.85690794838144,-3.6401812595679113,23.54864798128298,88.60107112059556,-41.671379220715096,8.750981066668784
GODREJCP,-8.083593641903931,-42.39146104665623,7.741050031763697,-2.4969876525546164,61.86381908215694,15.584313166141506,230.31831090800384,10.76262725839472,-7.919030294600038,-19.570771582891012,16.099388021693894,26.901477402067073
GODREJPROP,30.483317622135573,-7.512080595370184,-46.58730064522175,43.45880430972066,-1.321970461081325,34.08741171912379,-27.750783749502954,-20.079064960439595,28.618290543953407,39.633023895912146,28.408177710584926,18.829024295638565
GRANULES,-3.6566495842691222,-3.2374308102125937,1.1654796337274522,23.271655407827183,-39.573022022861934,22.488022252432614,-18.600574638165927,3.6473900700250583,37.13129816494634,39.977898083556106,3.984536476849087,-2.8430986807376994
GRASIM,3.9830432749274776,0.7397162445120227,-1.2713589490961215,19.83427785616414,-2.312975222042712,2.2569620332458014,-45.449589200381546,12.290666259309791,25.394028850928173,2.598405909956668,19.65023819162678,-1.8052933070926263
GUJGASLTD,33.0882654529953,17.52126901751563,1.2398941948792221,13.231674082749677,32.11044675633419,-10.182012595034617,-56.58286590154336,16.56555639998275,-30.283571478020168,15.755596386183946,33.41837474359275,19.801726495628856
HAL,34.049126963839264,-8.420822392435566,-105.69776349903835,5.363136496169419,34.06502199587625,31.22423300336269,50.60188512396224,33.669799913639345,34.647794165505545,-11.810198869774423,58.077085426580275,5.311062335594051
HAVELLS,1.322252269925551,7.803310254711304,-27.288029941812166,39.82245459436757,-10.454512099633417,4.116391201773618,-7.717220599317357,49.96346971228456,4.088947253146866,-13.262384743152653,32.581017127489,17.3463597437979
HCLTECH,11.729408543398524,-9.153308411475491,-2.0714807378615654,24.825770608579546,-11.948843775873339,2.6846213187439405,-54.893939844592765,27.20780514888124,34.78414179543068,11.898272591087101,3.1628523673839615,32.86456974210178
HDFCAMC,-26.262283233076378,-7.085655439005401,-27.89568390916045,23.923441841745408,13.21101812046932,26.849548953806924,19.614847615676723,-38.92136790955139,-35.12502896387611,16.128643448038048,45.82247192627783,10.04136453015918
HDFCBANK,-7.2400902484980545,-1.8571731657481831,-16.545240629483857,13.933986857485992,12.603331745674073,14.127978081137261,-99.14390132284275,9.8000682331283,0.26278089473585764,7.476683105406856,43.58201570433232,12.005431897991947
HDFCLIFE,2.1526484921192255,-36.15274217818171,-3.844830487709764,45.8931640262232,22.549648940136237,9.408062951048791,28.499964804680932,6.860023424988082,-18.066955407898188,-0.008601421361720263,-58.348116015811904,-0.4544676487830963
HEROMOTOCO,4.8554424471870306,-42.25069293399797,-48.877222258604654,51.65694098184848,36.88757548277308,4.542165583768643,18.54972297878992,20.193921911843294,-7.298121586937757,-12.941582162668608,24.158489676721207,13.72755369052754
HINDALCO,-34.059067595927495,13.737635750289234,-53.99914682524035,48.895163665465624,-4.604483387129832,-14.110876317395904,-15.909604748653173,41.21481891471082,-1.691888066319593,-1.9230972531660488,39.56262057913528,66.73018869577257
HINDCOPPER,-9.475330718437325,24.635697642905726,-63.38075516075557,62.05042527743017,11.44940775254155,-30.402136631259232,-23.447234847899313,-3.6693291933374237,-34.94936290861145,35.928250908211325,74.49582187712214,113.15553572533535
HINDPETRO,-2.390391135324943,-36.22697093242538,21.462969800955292,14.575505548804445,8.155198893797031,-10.203968665664876,-18.65877756739338,-2.6667081775617825,-2.23693658015347,12.55966360794335,38.825050408751395,21.02319902970593
HINDUNILVR,-9.61875999321624,-13.005948694655178,19.53980081351111,14.728567525837843,15.848832688953806,8.14439769339913,8.169768083809402,25.929203098555664,-9.810673840460714,0.8034713970047513,12.957216074095301,17.458595593523274
IBULHSGFIN,-47.02030792218379,-52.53706803733629,-69.97926419561534,23.337371229010447,9.143915449366744,35.597663782633816,90.14572195264907,34.90109867191348,-125.58001754311265,-25.84627140572317,92.70313901972926,53.460346000197475
ICICIBANK,12.712022108010622,-11.631415405771385,-38.43339522261732,33.68062674939384,8.190565475736012,-4.6909864667831425,15.300404627513077,30.32572610546458,-27.237288434099206,59.327462530596186,28.132427567858265,25.451558071976788
ICICIGI,-27.89896160629656,0.4208537376310879,4.359152148491473,17.10409565901375,22.57114807762325,-5.328210520293643,28.575710506911022,10.902501226024642,4182.548697433598,10.238327466353036,35.34973784690186,15.083129112279458
ICICIPRULI,-1.3675672932694907,-21.867284247000395,-9.141027216627942,54.1852759618498,15.57688713510602,22.458994421424816,-54.6220659810649,-8.545028565798217,-20.8182095941421,-6.86615381535044,-4.3600195998605535,-4.944416070954838
IDEA,-81.35128788704664,-31.971241898205626,-55.15645692723483,19.439085063842143,40.953160730313236,49.73473562159723,-110.5772843292747,-19.939620425275635,81.53153707717277,-51.71910308713463,109.58351076015887,78.04398994290835
IDFC,-4.658704530418744,-18.45199257731752,-56.19956070380074,16.163756480992706,-14.004908615709754,11.685428613017592,-43.42025710853625,56.91251360109907,8.281586553870325,5.329703869211789,46.599668425173995,39.06107737547746
IDFCFIRSTB,20.578573565436333,-3.7529461390794268,-53.47858466912839,8.271367672356135,-8.112687730256342,-1.1169210347200549,-49.32957737426898,51.37449867424968,-23.435816871431204,14.787635278066158,29.358868877716944,24.318774626221295
IEX,14.412492030036805,2.4720513957279353,1.961717648032891,40.621151589560284,-10.12380772299456,-21.655975693761242,5.618490622255745,33.91896402046473,9.981009785168261,-83.98633301165579,37.62899407558699,26.585115655903316
IGL,4.565204059034068,-22.027081123706015,-2.9318198723762525,35.76372039513752,6.88178907509076,-15.02705133415423,-64.81587774843217,30.70557398906253,-7.686671478193986,14.402046730300011,36.82652887414511,9.508622639020214
INDHOTEL,34.0338761862629,-10.7401300747629,-34.645381173091614,33.84822079522555,24.632481586196054,0.18165825049928497,-92.7971400430961,42.28581207439446,49.60645084282513,-8.705182152809087,40.06799953980534,0.4902230701678265
INDIACEM,-8.665080971492154,14.79818882571963,27.798899533977995,3.0495246066172697,11.567175761198243,-18.4041378145107,-82.32334127201257,-10.24121197325556,27.731451554783394,-9.24203551719035,29.262615798791252,6.1427044532535025
INDIAMART,10.434688384341884,19.349356750316534,-31.235340941619196,40.52583098154563,1.1219979658102401,-27.163658557290805,-31.21076313655496,41.682839742816775,78.50717711470531,-15.658503400667867,20.401209082226003,9.992412324071633
INDIAVIX,149.52973110689837,72.16293481677181,68.89174637720102,-60.13771901008489,-23.466570940451497,-40.09627644889121,-153.30268712837486,72.0697880359367,56.880876865143684,28.310872876054475,-3.533381595233384,-36.37878798635738
INDIGO,1.438006614264753,-7.148402618091929,16.20892030146934,9.956175416605737,16.284342152482644,-15.010395381311948,-65.84736782583045,42.06745010998936,-9.467776090364488,9.531130503523064,28.141754928524886,44.57842804411049
INDUSINDBK,-30.288746091532758,12.071200238376766,-74.90821774838692,40.95935449739432,4.687172579159448,0.9169106717360602,1144.8054455573629,21.380805645385994,-3.2587045470158538,-10.713808693186433,53.98675206438234,12.898680919794991
INDUSTOWER,-0.4135075029577262,-2.6838015497255046,-36.13481073310084,-6.735744719276825,19.53162156891617,7.073132990566223,140.9105752930038,-10.992599143985759,36.58608804082775,-35.96301329829405,59.703940747724104,-10.886210677590281
INFY,27.71274162007438,-8.576116401121913,3.7266116936939904,-14.268908197549312,4.095551429848554,23.016503351683916,-10.923132891029418,2.177981893751567,1.162474703924243,-7.231676025139885,25.51501083924288,31.07131059211785
INTELLECT,19.639098223062167,-5.89429764699392,10.171729152290183,43.42488721725428,38.99760868229456,50.063289866281714,-49.34445077356982,33.61818839426743,-20.56940794703662,22.030258106281877,-3.900483008856124,39.70435090005553
IOC,22.761971729024943,-20.01865454769459,-17.394824816202327,3.263611454493463,33.28293620953938,-16.599014810223522,-52.24374363208205,2.2041434640136415,0.5565535074314125,5.096604760312326,17.31932775214159,14.774080819189795
IPCALAB,-14.199745257772722,21.72439215013583,34.36769919693647,21.56294524841761,-36.51254044416454,19.15196321329924,-38.5137278526101,4.555805222548006,17.907641011044106,18.471007768383963,38.374686806732555,8.056863347815579
IRCTC,41.42025855458623,47.44168684058787,-63.19826439192416,38.00231255024277,12.359340494162986,-15.080673008637913,23.648789716503916,33.59099531858332,37.460793267504286,-61.840850753050525,6.329922917744891,28.175063959291432
ITC,7.284046450246417,-14.07375580251683,16.480153381585474,26.15728933443001,13.909182350468042,-8.872855872367902,-86.24854486596483,-1.657482672227728,-3.7128717980910886,-10.221726171715893,9.161511418949274,8.235341859292832
JINDALSTEL,16.113859624451777,31.53571840122925,-29.059088198975978,70.27195936963177,-41.596459208035846,13.178979056759854,-10.44440840246779,-20.01114950018386,-2.7761075014613086,29.497409748313938,59.3590095007215,72.25000690419861
JKCEMENT,28.342714921875356,5.08919685510849,-20.194999414276683,34.61250634878061,11.995432963183017,-0.4232885165178075,563.490913447486,18.911201980582817,-13.20327342327009,27.60480278051478,46.08142865165543,10.918966234390325
JSWSTEEL,-30.091448065016547,4.970949018346747,-8.42995263892726,90.76049242341381,-35.35897335513076,13.547009001149123,-12.488477115006216,41.458808048587095,-4.1000102954040685,8.18535464571375,27.947672020628644,39.23068182474185
JUBLFOOD,7.667939626879339,-15.249181732806814,3.987448305734732,17.27982900109871,17.9086614671372,6.860915385417188,-46.98909284210624,62.15599195623521,11.05171378567278,-1.5618369532023615,40.08163781843777,7.2110708476005225
KOTAKBANK,-9.820721821115885,-4.082413912283545,-19.174145637961942,37.99336420561673,19.287614229124095,-13.823129593337068,-41.74226754304194,-2.5171381006083293,2.406271385392711,25.753646793894813,30.45555954818945,7.384313785115193
LALPATHLAB,0.8227064985661268,-31.031363610368725,-2.2580654836441547,27.89420785162675,-16.135135580943725,44.72975592351332,70.83218297539425,36.060184434910916,11.770830145688503,18.584145882897275,31.747529237761896,-10.86255211822399
LAURUSLABS,-12.577509037620118,-4.848693822145132,-2.6947085660774186,71.13410663326546,0.8697742760214617,20.80331120193867,-24.231170779305813,32.43616211293471,14.145692711584424,-43.13587628815428,2.9334915522520766,26.068696917238263
LICHSGFIN,9.740519999832054,-43.91548561963204,-10.227205025874753,22.650879858911686,5.999420001408141,3.7489919225219044,-63.63368855560034,-0.9349664242543341,-30.95502908783745,2.2659826212303793,32.12207309743316,21.737569664942036
LT,16.175404903255608,-18.513597864514974,-29.782748969275996,15.28072230370312,17.887633995148313,3.1374191714057975,412.5478291833705,12.284155590208846,10.460760095258406,23.442491086703566,25.949998816296795,38.14857911692734
LTIM,22.929433089478522,2.5176134370530328,-12.868619367841639,-6.177626537350852,31.053106328951472,8.207424623440694,27.82073933933936,21.30314587568307,17.89993858868799,42.63851719666336,30.081520827299514,49.521344913485265
LTTS,8.431070989475918,21.99327559088813,-28.795713300038138,20.654925086612643,-16.038916931639214,-5.460540106798728,-29.876836904493473,55.98035798295955,18.302512108024118,1.9334740274336428,47.982855437786284,56.24391745985044
LUPIN,3.1405815561337254,-59.966968147290636,-20.48059905563133,77.5153185243741,-5.845903097799853,26.002476625746773,681.9817060876138,7.54528565996856,14.487606907324324,-8.637984081725735,3.8381801161082243,16.370042091809854
M&M,6.946606574520087,-41.34891809107961,-45.89255870426143,56.40695299108164,50.996459176267074,27.831170689002008,-0.5632255151396883,21.429657997274077,-14.321787210095861,14.596735396897397,17.970837077314783,12.037721101633934
M&MFIN,-4.191625805148716,15.718637414894376,-67.71562958687927,32.39852061678512,-5.686934827714939,19.908945369920016,-64.60644603276735,28.62443419409513,-18.420574041128788,5.569132582502403,50.702205435156735,14.4144585408994
MANAPPURAM,-13.041999542584426,-22.847676337901213,-29.974058635527975,50.32402925001715,-26.53421019521236,26.361942794288804,-33.41928601326,-16.867485249758264,-14.51500571904684,55.59430806898135,24.680790727741673,39.25433003120463
MARICO,-19.935961066385623,-13.1246982100507,0.8246132995815798,19.693758621829517,46.650350361305925,3.1826367973629255,67.8754520666631,7.423502356796729,-11.908584984526637,-11.99586235125043,3.3955983977188238,11.68041101060341
MARUTI,-6.981038597333102,-23.658621244419585,-47.95120132191983,23.580033360056596,27.913607743570555,20.949707432882658,1619.8704498671837,18.84047375457221,2.460910452136387,17.192368149429285,8.35643893083805,17.47883706446526
MCDOWELL-N,-37.339962219781995,6.024853960742438,-28.526013974177644,20.309616306540423,26.19557772247315,11.34659132949325,-62.83054884887281,25.078270452527907,-3.588575873957601,51.727026818745934,27.70753568320432,12.47754373301495
MCX,-25.74982096596965,-34.21077447866957,15.408159318656502,12.412327507782614,34.49686296660668,-17.830123782938955,297.10694704400737,-10.91189730824397,15.576741523099958,64.19424651022375,24.07132068689726,1.8156805107472747
METROPOLIS,-20.503208844511256,-16.293480591723906,-20.89231424286082,5.250598493221614,-14.148083534467094,7.750872179279567,28.773374863167533,20.451209296390747,18.221139234651393,40.635000075791325,27.288860197036534,-13.4372258827838
MFSL,-5.1501906996068385,1.539210633088881,-46.56230872737576,40.10047787007761,26.70716902730571,16.320046815913024,162.4457868805078,5.974715581979018,-19.239149571758762,-27.870512693648475,52.37145473875263,12.836368607973291
MGL,9.11188007785918,-12.613145130509784,10.304438504569113,-0.0674394696941869,-3.9423170105813314,1.2308862923010708,37.42098182299142,6.978766687392568,-13.416564516158324,20.50822444861581,20.272051421292538,10.202519319130122
MIDCPNIFTY,-3.3732277292654267,-2.239236626395691,0.44105544835028043,5.953782026552867,7.730413133672254,5.344137451097108,869.0531517050691,8.409086723645965,-0.005119628837180201,-1.0382365514088776,10.11257511622733,-2.825778794501821
