stock,Monday,Tuesday,Wednesday,Thursday,Friday
NIFTY50,8502.126512827634,70.91139981538224,14.137177419566171,5.1110365241735725,18.107041414359404
NIFTYBANK,7538.173454285964,73.99056194636292,21.912777802771167,2.7560626394719114,17.016404088967786
NIFTYPHARMA,2025.7593508447462,58.06461496368672,9.391424918238124,17.21527329334913,17.399471335374805
NMDC,-77.69263717262774,9.92586705493406,32.24334361120503,25.57784241159004,31.82712855859067
NTPC,-58.448279596923555,103.58955075473106,-44.45918830583678,13.404509060390968,13.792735351761467
OBEROIRLTY,-44.07351511487352,61.1818179381421,59.65486811546446,81.33922703484599,-50.78008088589891
OFSS,21.27395086283243,58.49778029546694,-7.989348488497528,-43.68851510655831,40.448509613138796
ONGC,-99.44315526990667,71.1349648977397,-12.491029862241422,-7.116705380190293,27.7507958213729
PAGEIND,198.8985265236224,87.82494732135486,14.996993213375399,-2.894435953442988,43.57621138064077
PEL,-12.003595054939577,41.49004628113758,25.179208446470415,14.749702158768963,-30.369816509726352
PERSISTENT,-13.268205557893634,85.0962156374514,24.79707964088631,77.3953528426378,49.04971183021328
PETRONET,-172.94191666429316,104.38460004590596,-16.43438523185334,19.90853833340611,2.856364697443858
PFC,40.10942939110796,-1.6217480899582992,50.311957002953875,76.30638496465306,-20.462395589393726
PIDILITIND,212.33215245356084,47.097452734677645,51.993242253033465,13.105477824770873,28.34418478499562
PIIND,-75.96766886453472,87.8671028877213,68.31225720955787,35.66016036909935,16.37854073462959
PNB,-15.163540078843257,-18.043162047232464,25.58459546395909,-17.40463340257273,34.57116220651032
POLYCAB,10.608597232964177,714.4979511947971,53.04650279497605,62.82241292551951,22.012269592909476
POWERGRID,-52.44733832520492,69.09437018959301,1.2563271920261645,19.552284993411817,-33.241092083019396
PVRINOX,131.85220579921392,80.54815194845304,53.32779085486638,27.366538286414652,-63.313908444122845
RAMCOCEM,16.223988822009815,94.43617045558312,66.31712215633404,-47.43166627259063,-12.534073892138487
RBLBANK,55.064636476843276,93.64821187256908,109.85282376732115,5.428513505469966,-32.05188185458743
RECLTD,-95.14345448954555,13.95363027756355,78.61906089920113,43.21395242011803,27.00609044883347
RELIANCE,-121.2671095909934,106.36215633543684,57.96642634675323,1.7815200904643613,49.845164277775936
SAIL,-104.0230832294034,37.970134427370645,-38.11470771027581,85.07677566245077,58.03175885761957
SBICARD,2.5613946251530164,59.92240601896292,38.89731984414226,40.13409837705186,-33.177505518839745
SBILIFE,-58.03644538691434,-13.126481655477459,27.998552647863896,14.1505516832636,31.21119781315288
SBIN,-117.05571640790916,64.69689426166045,61.51067720773299,23.8360678913072,2.366602523759021
SHREECEM,1477.1167200517168,127.50828933774264,-12.5504498585426,-6.93356159860822,-2.5149960925680235
SHRIRAMFIN,-204.7768599850956,88.63155516209159,74.87933504502983,108.26177257211727,-5.473288605764203
SIEMENS,14.982947704162893,65.39748424281392,15.731178535719481,73.28697623111658,19.20252672345091
SRF,-118.49969146690731,148.81811889764194,11.938604703038614,112.02317134867529,-6.1412310784509785
SUNPHARMA,-101.38564186635112,78.62176530157437,0.5083885202488045,44.34733915857141,39.232481484169114
SUNTV,-110.84832891573542,48.600685922777465,-19.014699972712194,46.25220627236892,-0.16250714412034517
SYNGENE,-75.05177691741426,44.676854265924035,23.79614630719219,41.61175606794373,33.70477015001556
TATACHEM,-47.23174148391642,70.92274793496719,-26.03404119059703,55.70294749472247,37.36559807176217
TATACOMM,-0.8975839166350528,29.042783736400576,-14.797307329446909,32.24461752821796,5.370589421708901
TATACONSUM,-87.64910737601001,73.35762280597004,62.820942377718936,57.42319169417674,38.22743419894091
TATAMOTORS,-50.42184861615339,105.70270350267292,30.556891067032875,14.824944131740134,-4.992563032957827
TATAPOWER,-86.2852304543074,103.56536843172964,10.348217049753028,51.931837944174234,23.339663216834406
TATASTEEL,-117.40232003376619,85.48495173169455,19.453894290268437,36.591964301627115,30.907536374159502
TCS,29.31345924038483,59.14081591454479,21.392453382005726,-12.711017804712206,26.299766347108612
TECHM,-59.98152044171996,60.02290663552963,56.14509240476011,-38.4201059478838,32.575972625346296
TITAN,-54.34725426850843,130.92851576500541,-32.634058283816294,46.27285123433628,42.40622648247727
TORNTPHARM,16.36329787352954,47.625808885879486,27.173447576040022,63.58890090148786,28.948774077180108
TRENT,-129.8121115477899,181.32592730896187,25.282544557559213,93.10638859941702,53.01735248456293
TVSMOTOR,204.1288880508002,113.01199708920512,20.910108545593307,27.238941182669386,45.14863370566044
UBL,9.568721335103247,65.69697702507837,33.53258397778597,56.99257556204119,-32.454024731372336
ULTRACEMCO,1845.3665031268413,115.17788542160051,19.67284177076153,-13.956274603838526,16.86271256390117
UPL,-68.35201905130636,22.352968317788104,44.91342573778048,-31.238504006083616,-14.531771817140015
VEDL,-134.1419726652351,97.96545637714055,-11.884425883837947,59.60917959379269,-42.7580812675785
VOLTAS,-91.8765488802606,49.47355155285662,25.00006263781119,53.62561229763023,-10.46895051455505
WIPRO,-31.02220247671185,52.04728528434009,30.53859315162907,-10.175884976242845,14.555734115706883
ZEEL,148.52943884939106,65.13257872237004,113.1407323663084,57.5790989095566,-82.94157273316576
ZYDUSLIFE,-65.65183437171484,16.63449912974768,28.24419657513055,10.094390488381421,38.469559285386836
