stock,year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
ABCAPITAL,2021,-8.614864864864856,42.83226929773649,-7.799227799227795,-5.4800164812525685,5.557967867998256,-1.602023608768964,1.0452961672473893,-9.49579831932773,4.930232558139532,-14.298401420959141,9.059059059059056,12.471655328798185
ABCAPITAL,2022,-8.359133126934971,-13.032786885245907,2.476190476190471,7.829977628635347,-13.723813595553652,-11.604938271604938,17.62749445676274,6.2761506276150625,-1.711276875822732,5.716878402903808,23.145400593471805,2.918956043956044
ABCAPITAL,2023,-9.467265725288831,7.276736493936036,0.39395929087327264,8.766233766233766,0.9201543484713633,14.227405247813415,0.5394297456973969,-7.241555783009214,-2.199891363389453,-4.755322090129939,-0.8519388954171496,-2.122641509433959
ABCAPITAL,2024,8.059160881376393,,,,,,,,,,,
ABFRL,2017,,,,,,,0.40650406504066033,-0.6976744186046445,-4.678362573099415,-6.964285714285707,10.96345514950166,3.0746268656716453
ABFRL,2018,-3.671071953010279,-7.459066100667078,0.9358288770053516,-0.6756756756756757,1.718213058419244,-5.757368060315288,3.039179787623564,28.982229402261712,-8.525000000000006,-3.5752688172043046,-2.40086323172376,8.798920377867752
ABFRL,2019,5.32931121166415,8.690447689729472,-1.8584863412449644,-2.89532293986637,1.369204900312272,-2.1208665906499458,-11.063930172210421,1.3368983957219251,11.796246648793565,2.427884615384621,6.88836104513064,2.6187305814469495
ABFRL,2020,0.49388018037363357,9.4224924012158,-36.666666666666664,-22.046449007068336,8.397639582387653,-4.580152671755725,0.3634894991922479,15.216494845360815,-1.4042867701404327,15.987933634992471,8.832285808799202,2.4691358024691357
ABFRL,2021,-10.01799640071985,19.54248366013072,3.221649484536082,-11.980870878429403,7.7817779008584775,9.54913880445795,5.44692737430167,-6.94196428571429,18.509615384615387,8.281956432387988,-5.526802218114598,4.161871883390879
ABFRL,2022,7.520993063161746,-11.98164235371251,10.494505494505486,-4.49925012497917,-3.271692745376952,-14.655797101449272,11.065235342691995,12.118986412045537,13.996406990037572,6.757977122215529,-12.258606213266166,-8.280254777070063
ABFRL,2023,-10.296684118673648,-8.027888446215142,-8.849745331069608,3.243744207599629,-10.654827968923417,4.747847478474788,5.117924528301884,-0.8597285067873328,-1.8954099109385603,-0.25539818899465194,8.690559850081993,-3.2027699632114284
ABFRL,2024,3.44367918240391,,,,,,,,,,,
ACC,2017,,,,,,,9.378940731399748,4.15464512406232,-8.75611498928159,9.792374939290916,-8.47336628226249,5.477158574503702
ACC,2018,-0.8779022756151117,-5.933011588590589,-8.26920727983389,2.955040473326618,-12.660792384872646,0.5789038418164082,16.787765815802498,7.035830618892508,-4.691559422391388,-12.716560509554146,5.868327402135234,-0.45547560895109185
ACC,2019,-4.5057162071284464,0.33185059662501204,11.997319034852547,-0.8777258093907577,4.890544946436889,-9.241259248512984,-0.44614404079031234,0.30061775296488086,11.79736294240111,-0.43043423218128596,-1.3650659835932657,-5.775867682490072
ACC,2020,4.656011118832523,-7.437640134529154,-24.235294117647058,20.87809917355371,12.197928653624851,4.053000779423227,8.078668683812403,-6.733184729151192,4.233435194156663,16.571872681668857,1.1702925731432858,-7.457142857142856
ACC,2021,-1.2915129151291513,1.8934911242603552,6.977725278434018,-1.7259414225941423,4.481305950500259,2.33502538071066,19.978964239206658,-0.697194719471951,-6.962809917355372,4.604100981641726,-3.8340137199612774,-1.7430400212620034
ACC,2022,1.5583952980987577,-10.357074089129464,3.985507246376811,8.474418604651154,-6.6513468658240855,-3.2771961766044604,2.4450891007045343,3.0493273542600896,5.437908496732034,3.9582427142235757,5.353909465020572,-5.2577519379845
ACC,2023,-19.114027891714517,-6.8891280947255105,-5.96550749222505,3.229489957252437,0.33975084937712347,0.8389354964164625,10.472436634367984,0.16153081510934394,0.05973269618457629,-7.320428417018768,2.390005431830527,16.179952644041045
ACC,2024,3.9866369710467704,,,,,,,,,,,
ADANIENT,2017,,,,,,,1.35829662261382,-6.0000000000000036,-14.90455212922172,17.882562277580067,10.526315789473683,17.542613636363626
ADANIENT,2018,28.205128205128204,-4.940295012877551,-21.05923694779116,-12.531172069825432,-8.229048160788771,-4.852320675105485,85.95317725752507,16.63629263212704,-38.180090282727484,23.36719883889694,-5.954415954415948,-3.3433734939759105
ADANIENT,2019,-13.430935709739018,-10.094637223974768,10.263157894736846,-15.701929474384569,21.73913043478261,-5.3926206244087105,-16.661253653783685,9.828206152616845,9.193245778611631,37.64377831997212,6.930197648236175,-0.311975041996643
ADANIENT,2020,10.11804384485666,-2.295229522952293,-37.61467889908257,5.7764441110277485,12.059158134243464,4.3071786310517455,11.464968152866243,61.11272095044914,4.691095769162684,8.290322580645158,17.53122703894195,13.38862559241706
ADANIENT,2021,2.955010224948873,54.55977757182578,21.294117647058826,3.804347826086957,4.4958100003971495,5.973770261242576,-4.423592493297587,9.829193084571937,-6.453674121405751,-2.1374570446735333,13.328757721345234,0.6544811320754663
ADANIENT,2022,-0.11661807580174927,-6.128293241695303,22.46508803885853,14.67124631992149,-7.601575544804544,1.6241299303944314,15.505214758326796,20.263653483992467,6.271238801359283,5.853542933881033,9.634616459020046,-1.508077616751297
ADANIENT,2023,-23.289097059588862,-37.19666039726594,10.561683783441099,11.874272409778813,29.839003803470014,-4.246794871794872,4.415557186287879,-2.402063517652745,-1.4285714285714286,-3.7744543588454573,6.753615993862406,20.773632895294625
ADANIENT,2024,6.977625437070471,,,,,,,,,,,
ADANIPORTS,2017,,,,,,,7.341566019812733,-2.1905940594059463,-4.231061565746134,12.540822991508819,-7.674552798615118,5.545454545454551
ADANIPORTS,2018,6.9840079960019965,-5.220417633410673,-12.423124231242312,9.797297297297296,-2.284579091134837,-4.073739847879337,10.620689655172413,-3.8210155857214647,-14.46598152725381,-4.369369369369372,15.560460349992125,3.150867823765023
ADANIPORTS,2019,-13.466461853558634,-3.7457602123580553,14.277117496615011,2.660201808413046,5.236529218315201,-3.060380479735316,-8.327263899004603,-1.8593371059013832,14.958448753462603,-2.246913580246919,-2.056555269922879,-3.0976965845909423
ADANIPORTS,2020,-1.84130348390515,-4.829584655719608,-26.446402349486053,18.10239739943112,22.517796927688284,4.893939393939387,-8.506314414283644,13.426371511068345,-1.8803418803418868,1.1871113623516079,15.448063749475747,13.411181882519468
ADANIPORTS,2021,0.9900990099009901,23.02317028319236,0.6880733944954063,-0.9678958489537058,0.8392341987935978,-11.839799749687112,-4.275686024250156,7.6934159343034105,-0.9274816855971625,-5.419758970518155,-3.1161473087818696,3.0258146424037307
ADANIPORTS,2022,-2.380952380952381,-4.316060073061829,8.681898066783832,9.033078880407125,-13.895375992526857,-9.194467046379163,12.634527495208618,4.868913857677903,-1.9235364396654746,5.153194470985404,5.0065406112498545,-7.949884824990168
ADANIPORTS,2023,-25.34063260340632,16.993464052287596,5.062344139650881,8.24127791464675,8.719606258723282,0.8864039274512477,5.231061119392875,3.640284948696167,3.379224030037547,-5.680793507664562,7.568270481144348,23.70012091898428
ADANIPORTS,2024,15.935068677360494,,,,,,,,,,,
ALKEM,2017,,,,,,,-1.207401779900152,0.36871508379887763,1.9863282344371629,1.7021740909462912,4.327176781002638,11.618467782851344
ALKEM,2018,-1.1235955056179776,-0.492831541218638,-10.561797752808989,3.0527966544694243,-4.833121463645656,-1.473958333333331,14.754985523716757,-2.4446494464944646,-6.406179009541117,-7.153284671532846,0.5789473684210527,2.68421052631579
ALKEM,2019,-2.7892561983471076,-8.656622394876376,-1.2345679012345678,-1.9226361031518597,4.299825682742592,-5.398515833002886,3.3462686567164153,7.142857142857142,3.7215506914951617,2.7444916892153075,0.5,-1.9476701455240335
ALKEM,2020,13.816102906145783,9.649122807017543,-11.677443895017117,15.692280570307862,-14.242538723082735,3.2328527741371778,12.966101694915256,-2.849002849002849,-1.1160714285714286,-4.389799635701275,6.22280570142536,4.838709677419355
ALKEM,2021,2.19992542625674,-7.040095343491955,-2.074915750657224,-0.866875292255671,7.796677716790747,2.741925126822067,7.461131840796015,11.661387849121798,2.556303391146777,-9.857389909521547,-4.936305732484077,5.261629173504512
ALKEM,2022,-2.906721536351161,-7.165911664779159,11.926040061633282,-6.803887935963409,-3.4229828850855744,-3.5918432883750775,7.0983810709838115,-6.937500000000001,10.791610284167795,-3.352271857149415,-2.670807453416149,-4.236354051852218
ALKEM,2023,0.5,4.599343185550088,8.986854761141396,4.071194157821595,-3.705397987191214,3.8330871491875924,13.742062811052008,-8.354611891674327,-0.0691085003455425,4.245481294661622,28.30686051672427,11.92680301399354
ALKEM,2024,-1.4413780980840252,,,,,,,,,,,
AMBUJACEM,2017,,,,,,,6.282828282828287,8.027655079700393,-4.990232640738771,6.002626148940162,-7.458757458757459,2.6878667423812317
AMBUJACEM,2018,-2.865064695009242,-4.877589453860636,-7.096264083811025,4.136354188318432,-16.055419722901387,2.211302211302211,15.558343789209536,3.235419327373348,-6.293121471879578,-11.24153498871332,8.867735470941893,2.3192360163710752
AMBUJACEM,2019,-5.807174887892372,-0.02354603249351681,7.715201465201463,-6.096781070134305,4.294755877034358,-10.035918022395943,-5.762473647224167,2.7452974072191183,5.505298526751102,1.984426023612152,1.6641828117237925,-6.5238095238095175
AMBUJACEM,2020,4.087331810104093,6.577937036089068,-22.74869759364923,8.723135271807845,16.00977696303085,2.350145233694226,14.255983350676383,-5.438477226376614,1.7128108869075578,17.11447279295554,-0.19157088122605362,-4.780114722753346
AMBUJACEM,2021,-2.789400278940028,4.559386973180068,11.073161962969627,-0.7563566140971889,4.908565928777675,4.946833102172912,21.054951513370547,0.5959475566150179,-4.970933681338234,0.2729528535980205,-9.04675166970249,1.6270001344628087
AMBUJACEM,2022,-5.684754521963824,-17.47547416612165,-2.0137524557956707,21.9672131147541,-1.7115563221441012,-2.444593687038287,2.0136054421768645,9.14893617021276,26.004641504824704,9.323770491803279,5.156723963599587,-10.042092603728191
AMBUJACEM,2023,-23.51210251542478,2.516100044930351,3.2299012693935083,5.866666666666666,7.810711105457317,-0.6173558532323767,5.987611837577432,-7.279029462738307,-1.7245370370370345,-1.6917728852838958,7.9212792127921245,17.97956867196369
AMBUJACEM,2024,0.59411542814032,,,,,,,,,,,
APOLLOHOSP,2017,,,,,,,-2.230078868642919,-14.500197550375345,-7.858059783605349,-2.0793950850661624,7.82608695652174,5.212608050292504
APOLLOHOSP,2018,-3.80794701986755,-1.477832512315271,-10.419136325148177,-0.5065948610287029,-12.187210379981464,13.195488721804502,-10.315145813734711,24.806735147728478,-10.319148936170212,8.31833254381809,7.410562180579216,-2.51853001668672
APOLLOHOSP,2019,4.718248636686956,-14.988814317673377,6.938421509106678,-3.7854889589905363,3.704323803942908,0.38240917782027106,-1.1942587925933976,10.589959692194943,-6.430006697923643,8.778346744696416,-1.3655498134775348,1.4788732394366197
APOLLOHOSP,2020,16.643356643356643,6.064743181335521,-33.91304347826087,28.06422018348625,-1.2210234728094473,-1.5319675412102876,26.682764865680642,3.2463399108847866,27.60401210754347,1.0954989283162657,11.930941358024697,-4.074635196555292
APOLLOHOSP,2021,6.313257010121114,14.270739742437865,-6.309122716081378,10.750086415485654,-0.484148055598938,11.755711042120375,9.43283582089552,23.14156831242662,-10.974155069582505,-3.898856245795029,31.566098572086602,-9.993014383205855
APOLLOHOSP,2022,-10.712710505212518,6.08579980046558,-6.995876309862914,-1.3662112629123626,-7.854984894259818,-4.639376218323587,12.540192926045016,0.5130597014925373,2.0293911826452065,3.464097270016059,5.039973351099263,-6.163522012578617
APOLLOHOSP,2023,-4.195647296387705,2.805620608899302,-2.242905788876281,6.780061422159226,3.0274635789661515,5.641716773792253,2.167487684729064,-4.247610160910866,6.235026848409741,-5.287248400915442,15.42021569789815,2.3828955274746035
APOLLOHOSP,2024,1.2809557028252496,,,,,,,,,,,
APOLLOTYRE,2017,,,,,,,4.313725490196078,-4.63675614792567,-4.056162246489851,0.963312154129954,3.4737923946556997,9.533551554828144
APOLLOTYRE,2018,-5.014914243102159,4.6573773620919985,4.548872180451136,5.569529284944305,-7.61986301369863,-4.839617332583007,16.267563823471203,-13.177892918825563,-14.87951807228916,2.754885801742404,9.562027058014214,0.2558089959496885
APOLLOTYRE,2019,-12.652016215062941,4.567307692307692,1.1143961792131076,-8.711111111111109,-4.938271604938271,1.9367991845056123,-21.26809785322018,10.715441890579484,8.208955223880597,12.146226415094336,-11.122881355932202,-2.8486646884273066
APOLLOTYRE,2020,1.8971848225214163,-13.515151515151521,-41.82815356489946,23.397435897435898,8.744394618834077,3.201146679407543,-1.3673655423883317,14.212962962962958,6.799674267100984,5.576488319517714,30.336283185840706,-4.450402144772124
APOLLOTYRE,2021,9.020260893699694,7.175925925925926,-8.740831295843527,-8.43730175512793,0.27039206849932146,1.4427412082957567,-2.189141856392294,-6.8678915135608,3.292181069958856,-4.666220138423751,-7.129881925522248,4.8611111111111
APOLLOTYRE,2022,-1.9723418725912594,-15.73905109489051,5.0549450549450485,4.726622381195708,7.389162561576355,-16.01091653400045,16.03598835670813,13.660955816050487,10.739052902714482,9.142212189616258,8.735868448098664,3.011093502377179
APOLLOTYRE,2023,-2.042682926829265,-4.682527655705407,1.5204307887234754,7.60650658404338,12.958682461716256,4.0779687099256305,8.799497171590195,-9.334112149532707,-4.232117356873934,2.6761699838622883,12.218143681174627,2.70361990950226
APOLLOTYRE,2024,3.400309119010827,,,,,,,,,,,
ASHOKLEY,2017,,,,,,,8.337468982630279,-3.2054176072234735,9.163346613545812,7.315079689415625,-6.148994875837602,-0.5826050769871017
ASHOKLEY,2018,6.32111251580278,13.99919775371038,2.7944817828086435,11.047297297297295,-8.042066192390967,-16.351575456053073,-11.822466614296935,9.278785322648684,-10.919970082273744,-5.371900826446281,-0.7964601769911555,-4.428904428904429
ASHOKLEY,2019,-20.467836257309944,3.2066508313539224,5.072046109510093,-3.754831584759792,-0.8928571428571397,-5.100379815518179,-19.82758620689655,-6.657018813314029,4.765564950038445,14.820359281437135,4.210526315789478,2.00375704445837
ASHOKLEY,2020,1.172839506172843,-9.273670557717239,-42.541806020066886,27.0631067961165,-13.286004056795129,1.8378378378378408,1.2448132780082868,37.44939271255062,7.519884309472145,3.7377049180327795,11.93666260657736,3.4072471606273567
ASHOKLEY,2021,11.313131313131317,5.544147843942506,-12.817551963048501,-4.4567062818336165,10.495757034390353,1.0690789473684303,8.207431604736625,-8.766716196136699,9.656301145662844,9.219586840091823,-17.273673257023937,0.5321326238231612
ASHOKLEY,2022,4.281225451688926,-10.121304018195609,-0.33984706881903626,6.498951781970649,8.972332015810272,4.3293115684882855,1.779603011635862,0.16233766233766234,-5.619018215498608,1.5246934040437596,-0.4676018704074741,-3.461021505376348
ASHOKLEY,2023,0.369623655913967,-1.7579445571331942,-3.263888888888881,3.228095069173474,1.9485038274182405,13.809523809523816,9.61309523809524,-0.4343105320303925,-3.721814724259724,-5.572755417956659,10.774818401937052,2.955385052571763
ASHOKLEY,2024,-4.870828848223902,,,,,,,,,,,
ASIANPAINT,2017,,,,,,,3.6541889483065955,1.8043478260869563,-6.909465020576136,2.604166666666667,-2.1166269976198646,2.027353885395132
ASIANPAINT,2018,-1.240174672489087,-3.120659722222226,-0.004467077637805282,4.425317336115446,7.258627056747778,-2.129307007355788,12.064965197215777,-4.508610193077054,-5.363703159441587,-3.807662236121974,10.773526030546892,1.7365113598334072
ASIANPAINT,2019,2.850877192982456,-3.3024054982817836,6.779053084648494,-1.942397856664434,-2.3302586864553807,-6.917808219178082,12.623945537960626,7.17809489123596,11.612290148875513,2.577188058178109,-3.615819209039548,2.929350947731189
ASIANPAINT,2020,0.677909126561707,3.1133392200985615,-7.232087838216342,9.795613160518448,-0.11032590869785068,-0.29550827423167847,2.0653075737821447,11.058651026392958,-0.06304057291272663,8.118685942124705,0.45412844036697664,24.013926325247088
ASIANPAINT,2021,-12.909281253384354,-7.694178693043625,7.39559348528698,-0.6286836935166994,14.885157305539467,2.634233063813063,-2.2211931263748106,7.523505708529219,-1.6289209155867803,-2.293340039925174,0.9142527186988739,7.847980240618277
ASIANPAINT,2022,-7.752039818423325,-1.029641185647426,1.2824728707661954,4.057179569547067,-10.559869993905968,-6.094570928196147,20.37391618497109,2.2556390977443606,-2.298517832329785,-5.670103092783505,0.8666032953105168,-2.804032766225583
ASIANPAINT,2023,-10.445289700626283,3.170296452764212,-2.8129395218002813,4.156919201007738,10.35381429064549,3.7037037037037033,0.6305903398926681,-2.6542056074766354,-2.8220858895705523,-5.31965272296764,6.373491720417299,7.093316519546028
ASIANPAINT,2024,-3.0309734513274336,,,,,,,,,,,
ASTRAL,2017,,,,,,,-7.952871870397647,10.770218686454282,5.730659025787965,4.651729919219629,12.449799196787156,-0.23225125362892465
ASTRAL,2018,-2.29158329998667,20.05108556832694,3.2155647557847207,3.8541285522624738,10.117145899893504,0.6119759676590822,13.838178949740824,0.6323232323232314,-11.512291052114065,2.5130890052356047,2.25111111111111,9.011627906976749
ASTRAL,2019,1.8511178056128064,-2.876402696377492,6.1776061776061795,3.4406050719264316,9.555189456342678,-0.37593984962406013,-7.046476761619183,6.758732737611687,11.73162393162393,-2.4531875912182026,1.626586719397833,6.312819608534668
ASTRAL,2020,2.8505592772886215,0.5247958264758111,-16.451778465558263,-0.3159232811156493,-4.833346074459143,3.2034863718032236,1.4129079096781245,20.016683729571895,9.762676157492372,-6.5922741726533935,30.598198426795243,19.432718007643697
ASTRAL,2021,-2.4542560441013546,23.87357581522302,-1.5335861015222703,-5.595238095238096,16.75477971737323,7.066765184829158,2.419753086419753,-7.2727272727272725,2.5204872646733065,-0.5711996406480525,-1.5695067264573992,3.4358047016274864
ASTRAL,2022,-7.339045986860898,-11.196589005634227,5.894627021387585,8.755627031282586,-16.421352331506096,-9.00789715335169,9.414604707302354,10.969387755102037,1.6282473472374708,-7.6190476190476195,-8.753091282422142,1.8644536652835435
ASTRAL,2023,5.0408163265306065,-5.948534923678053,-6.6596748820136344,8.158542957378515,22.169811320754718,9.423448275862066,0.6651376146788968,-2.3670119601661392,0.20920502092050208,-1.939153439153444,5.953720732343337,-3.3359467867169146
ASTRAL,2024,-4.615789473684213,,,,,,,,,,,
ATUL,2017,,,,,,,-9.288943690916565,-0.592255125284738,7.707308224303294,3.951367781155015,7.447761504968646,5.991495941244685
ATUL,2018,-1.5424954792043433,-2.510076951264199,-2.283788843129914,13.07780320366133,-1.1556632769552344,-3.625850092737383,7.547169811320755,13.333333333333334,1.1264237618777981,5.176246427437282,1.5734006234228886,0.14513788098693758
ATUL,2019,0.8442503639010189,-4.136947218259629,4.449027695934001,-4.30379746835443,18.748180494905387,-0.35096515417397844,-9.026250000000005,-2.0351845463953087,15.098995613022383,8.82800608828006,-6.745820712617623,0.7444168734491315
ATUL,2020,21.146732429099877,7.471109359115342,-23.0616570327553,23.045685279187815,-4.319654427645788,-2.553191489361702,11.780000000000008,13.657086223984145,2.68381395583257,-1.715686274509804,7.203389830508475,3.4947687202493585
ATUL,2021,0.023518344308560677,0.7984031936127743,7.363636363636364,9.785714285714285,5.806928862039206,3.9294021865550173,0.9835552250322994,0.658965896589655,2.175795626759039,-6.6939192641798675,-3.6983297151211696,3.885654515255826
ATUL,2022,5.065513757060731,-5.2780881535109865,13.108624529183736,-9.49623918861956,-7.952542372881358,-1.1246995136601554,11.083374937593609,-0.0010917030567725305,-2.0888283378746557,-5.236547085201798,0.8771667215519564,-4.310643707384722
ATUL,2023,-12.90577988915281,-3.519583675705286,-2.240068514787543,-0.6502890173410405,2.2602427921092536,3.6888888888888887,-2.0187454938716654,2.0055710306406684,-4.127713677683424,-10.243553008595988,7.177734375,8.051166290443943
ATUL,2024,-4.450625869262865,,,,,,,,,,,
AUBANK,2017,,,,,,,9.869646182495345,-6.335616438356165,2.9038112522686026,2.7738515901060152,17.517006802721088,-5.084745762711871
AUBANK,2018,-0.15128593040847202,-10.695284159613056,2.7545909849749584,11.535243996901633,-0.879183210436762,-5.5545977011494205,-3.17723234452643,13.951675759937645,-21.506849315068493,1.7802553497572335,5.943616448195371,5.0
AUBANK,2019,-5.496281926931782,-0.656530753282646,4.630766532187331,9.106061636846038,10.014148718754901,1.1510791366906474,-4.125177809388336,2.7858121479677376,-2.308845577211391,5.50251799672506,19.64929626613935,-3.195511354058801
AUBANK,2020,35.15901060070672,10.576923076923077,-54.43354929084223,13.238908560716506,-23.769921089277425,31.622476283142788,31.97924123120975,-6.191549295774653,-6.524822695035461,16.516516516516518,9.740259740259742,-2.6679164190023354
AUBANK,2021,-1.1460663896625685,21.199143468950748,7.5913043478260835,-20.894578789315638,7.077922077922076,5.106167846309403,18.289967182372234,-7.704918032786885,0.7792207792207793,3.3840947546531304,-9.496633748531913,-7.151536812008574
AUBANK,2022,22.249160760910097,-10.6948370778158,3.1430934656741107,8.172897196261687,-8.523696371561442,-8.30100853374709,1.8879310344827667,5.849212924606455,-4.68870693650547,-0.5571500928583412,4.329357948047704,2.656739811912233
AUBANK,2023,-5.290884104443423,-2.7071369975389663,-5.300237568608179,17.24137931034483,13.73538011695907,-2.3058488244057345,-3.601764667149539,0.2777777777777778,-1.2300462994955397,-4.966300106420716,10.671256454388995,5.723905723905724
AUBANK,2024,0.35659704533876135,,,,,,,,,,,
AUROPHARMA,2017,,,,,,,5.050431223505329,-1.3247282608695652,-8.332232932787523,7.450261041343298,-9.00912732287084,1.7705015186309996
AUROPHARMA,2018,-8.01780112351354,0.5317408376963351,-9.670682730923701,7.86110644022196,-12.529550827423167,13.025210084033615,-2.1111019124099677,18.899082568807334,6.036820322534601,3.488598713701036,1.9586849729185123,-8.444722048719553
AUROPHARMA,2019,7.399808507728084,-10.917523188769104,8.858131487889272,3.125,-15.480854290408189,-7.408817482677223,-7.634767054232058,9.536784741144414,-2.341414812354703,-18.592964824120603,-6.149204037040893,1.396895787139692
AUROPHARMA,2020,5.079572705471989,8.573270305113887,-16.408700050581693,59.500446030330046,12.402508028750578,6.011004126547462,12.250785306750426,-7.438111686816352,-3.8475477168398053,-5.900243309002433,14.656538969616914,2.659604126010596
AUROPHARMA,2021,-2.3471145564168774,-7.821380243572396,0.011403808872165896,11.118047673098756,3.3023735810113517,-0.3510945890128023,-5.84132519616391,-20.748965817548445,-0.821917808219178,-3.0996361600895574,-5.729690869877789,10.34664657121326
