stock,year,Q1,Q2,Q3,Q4
APOLLOHOSP,2018,-12.421357615894035,-3.806307334215695,-0.8701787394167451,18.995736617716723
APOLLOHOSP,2019,-2.5527542875207425,7.649842271293375,2.041561666849278,5.4133138258961235
APOLLOHOSP,2020,-20.27972027972028,24.128440366972477,62.2396619378207,14.598713979518932
APOLLOHOSP,2021,19.96225319396051,25.050120981679914,21.51967435549525,12.693429019959632
APOLLOHOSP,2022,-9.34242181234964,-18.493835388203934,17.20257234726688,2.684101858224363
APOLLOHOSP,2023,-3.3834417769800353,20.366170564611398,1.3576354679802884,11.652289576120333
APOLLOHOSP,2024,1.2809557028252496,,,
APOLLOTYRE,2017,,,-3.5294117647058822,9.73560155769625
APOLLOTYRE,2018,3.6912751677852476,-8.857348185411428,-16.109242034434995,10.736990817047333
APOLLOTYRE,2019,-5.141881800725404,-11.11111111111111,-9.510733899151278,-3.478773584905664
APOLLOTYRE,2020,-51.31578947368421,38.46153846153847,19.553327256153146,34.28786737000754
APOLLOTYRE,2021,24.31307243963363,-4.842461408331566,-1.094570928196147,-2.232641214556821
APOLLOTYRE,2022,-13.307639990931772,-5.646397547266215,47.89626885419423,22.272385252069217
APOLLOTYRE,2023,-2.2865853658536586,25.73199070487994,-7.2658705216844695,22.095212479827858
APOLLOTYRE,2024,3.400309119010827,,,
ASHOKLEY,2017,,,22.38213399503722,-2.3702492848385712
ASHOKLEY,2018,22.461019806152553,-14.797297297297302,-6.4414768263943465,-15.289256198347106
ASHOKLEY,2019,-11.159844054580887,-3.4235229155162834,-21.66666666666666,21.931137724550908
ASHOKLEY,2020,-46.9753086419753,14.320388349514559,54.253112033194995,25.37704918032786
ASHOKLEY,2021,14.393939393939394,4.3293718166383774,9.43242139648836,-6.044376434583008
ASHOKLEY,2022,-7.855459544383346,23.270440251572328,4.620123203285422,-4.772953264832608
ASHOKLEY,2023,-6.384408602150538,18.69457254345514,5.476190476190469,1.9701660568533632
ASHOKLEY,2024,-4.870828848223902,,,
ASIANPAINT,2017,,,0.8065953654188909,0.6944444444444444
ASIANPAINT,2018,-2.2489082969432315,9.893931490175618,-0.3866976024748647,6.9585613760750595
ASIANPAINT,2019,8.808479532163743,-8.97521768251842,30.36850673375757,1.6132233279464743
ASIANPAINT,2020,-7.22169309204998,5.122133599202396,17.43510726561573,35.052958587118724
ASIANPAINT,2021,-8.234359770405398,17.956777996070727,7.470684550882354,6.383313161162551
ASIANPAINT,2022,-10.087431215425264,-13.877288788949565,21.929190751445088,-6.458459672528806
ASIANPAINT,2023,-9.368134570613497,20.92855857477056,-5.545617173524151,7.245461720599843
ASIANPAINT,2024,-3.0309734513274336,,,
ASTRAL,2017,,,8.689248895434467,15.232434080170695
ASTRAL,2018,8.408696812058151,9.884132211245284,1.410863195853052,17.801047120418847
ASTRAL,2019,3.0105438401775797,10.531291709921389,8.88389138763952,2.9702201658230774
ASTRAL,2020,-18.025056843326045,0.9346842636557371,28.025465850071658,40.77405488163939
ASTRAL,2021,23.88246422359869,18.452380952380953,6.6719341563785965,4.1635051383687065
ASTRAL,2022,-13.024850042844902,-16.653993930544434,34.097767048883526,-10.932123960695387
ASTRAL,2023,-9.183673469387756,48.04060610584459,-2.344546381243629,1.1111111111111112
ASTRAL,2024,-4.615789473684213,,,
ATUL,2017,,,-2.383888203863543,19.06209292227529
ATUL,2018,-5.605786618444846,1.0678871090770405,21.28301886792453,9.558590028580502
ATUL,2019,3.2023289665211063,11.814345991561181,-0.30125000000000457,2.993404363267377
ATUL,2020,-1.526510480887795,16.243654822335024,35.82444444444445,4.980392156862748
ATUL,2021,11.100658513640639,21.576190476190483,5.5574504727663205,-7.634133878385284
ATUL,2022,13.582026095070866,-18.73955682862788,12.123689465801304,-7.174887892376682
ATUL,2023,-15.18362872282112,1.1416184971098264,1.6640230713770676,2.865329512893983
ATUL,2024,-4.450625869262865,,,
AUBANK,2017,,,5.58659217877095,17.73851590106007
AUBANK,2018,-6.883509833585477,1.8342370255615852,-13.717813582291827,11.400827189354427
AUBANK,2019,-3.5725832525056616,19.56595686781413,-7.311522048364151,24.200574659375285
AUBANK,2020,-34.318525996971225,12.705686315350967,17.9312813171081,27.852852852852855
AUBANK,2021,41.23784302086663,-17.852062588904698,13.689639006094698,-12.08460236886632
AUBANK,2022,16.28123834390152,-7.943925233644859,6.370689655172422,10.577410096235033
AUBANK,2023,-11.74225072530157,33.35985853227233,-5.886613551063415,11.387016672578929
AUBANK,2024,0.35659704533876135,,,
AUROPHARMA,2017,,,1.476392340301129,-3.076054748130389
AUROPHARMA,2018,-17.954329904428405,1.7740036993441992,23.02342909181223,-4.774897680763983
AUROPHARMA,2019,7.577622760224316,-23.232323232323232,-4.366208634848364,-20.758967250043323
AUROPHARMA,2020,-9.930237628079357,96.43175735950045,2.0514135521507786,11.995133819951342
AUROPHARMA,2021,-5.577088716623596,9.534619750283769,-25.73978152725781,2.4559193954659886
AUROPHARMA,2022,-8.724189798988098,-24.98901098901099,-2.4581539933046432,-18.176723332710623
AUROPHARMA,2023,18.746405980448532,40.07707129094412,28.629541310141676,19.537444933920714
AUROPHARMA,2024,1.3232164337929078,,,
AXISBANK,2017,,,-1.3152804642166367,10.879857960149927
AXISBANK,2018,-9.30810906830092,1.7724814740636825,20.57902973395931,4.562705574765953
AXISBANK,2019,23.443223443223452,6.295081967213115,-15.273739560779468,11.185814554857783
AXISBANK,2020,-49.44908180300501,14.57102672292546,-1.9993065988674397,40.119895939373365
AXISBANK,2021,12.006737247353229,5.133787485076192,2.691123309680014,-11.454805939046619
AXISBANK,2022,9.055089906153725,-17.870771618912098,14.208074534161492,29.30795847750865
AXISBANK,2023,-9.201545055293934,13.942335471196623,5.36585365853658,5.677233429394804
AXISBANK,2024,2.196347031963466,,,
BAJAJ-AUTO,2017,,,11.464113119742258,5.435126582278481
BAJAJ-AUTO,2018,-16.4209726443769,-0.039145907473306374,-4.970501995972722,-0.3656307129798903
BAJAJ-AUTO,2019,6.272927366104182,-2.8336192109776985,0.44768439108062374,9.055367890395932
BAJAJ-AUTO,2020,-36.21072675341161,38.71757219774841,1.416590316442308,14.538179393131042
BAJAJ-AUTO,2021,5.77752227651624,10.72192513368984,-8.818635607321132,-15.360583181463161
BAJAJ-AUTO,2022,11.924367185117415,-0.6589344547719274,-2.476737443741884,3.015332197614986
BAJAJ-AUTO,2023,8.422613219950206,17.49667911476478,9.875325238508236,35.72139303482587
BAJAJ-AUTO,2024,9.346073454762616,,,
BAJAJFINSV,2017,,,25.302663438256655,-1.525841470527368
BAJAJFINSV,2018,-1.7244048771047076,10.62618595825427,4.598299496789867,9.529531223557296
BAJAJFINSV,2019,7.981580966999233,19.245467224546726,-0.2593896713615066,11.202927635462162
BAJAJFINSV,2020,-50.886216426749755,29.933199732798922,-4.8447689830701375,46.866115702479334
BAJAJFINSV,2021,9.104642510879122,23.289433384379773,50.36911901343017,-4.594830090037752
BAJAJFINSV,2022,0.3242924528301887,-36.309037900874635,48.917366327883336,-5.957446808510639
BAJAJFINSV,2023,-18.25366105412553,19.01792673421668,-0.12330456226880984,8.156596399051704
BAJAJFINSV,2024,-1.1782296650717732,,,
BAJFINANCE,2017,,,32.66618497109826,-6.030593448837398
BAJFINANCE,2018,2.5006504582116738,26.141943979589037,-5.3997134048373745,19.114066726780877
BAJFINANCE,2019,13.938136552244437,22.84333333333334,9.81029810298103,5.838135805562516
BAJFINANCE,2020,-47.66485464429213,27.044025157232703,10.715496778569007,53.568783491381176
BAJFINANCE,2021,-2.5275037936267073,14.32648401826484,28.57717311172174,-7.401328903654483
BAJFINANCE,2022,0.46643598615916704,-27.404914170313027,30.654420206659022,-8.168109466629433
BAJFINANCE,2023,-14.338414634146346,25.271900681937403,6.431588988825291,-8.184910444201785
BAJFINANCE,2024,4.83123940743384,,,
BALKRISIND,2017,,,1.1869436201780417,41.49970361588618
BALKRISIND,2018,-10.695655802695828,-3.931339977851598,-4.993000466635557,-14.49074074074074
BALKRISIND,2019,7.874865156418555,-23.399189463019255,1.447385578302259,30.83988634110884
BALKRISIND,2020,-20.132765784939707,57.901618929016195,16.681102362204715,12.645249487354752
BALKRISIND,2021,3.2486221677893417,33.72992266508031,11.47847100175747,-8.58944050433412
BALKRISIND,2022,-8.243549605959197,2.4288425047438245,-13.633338687839913,14.461868382254389
BALKRISIND,2023,-8.0,21.32511556240369,8.781369629944697,2.3061630218687874
BALKRISIND,2024,2.293043140303148,,,
BALRAMCHIN,2017,,,5.399214659685864,-16.770963704630795
BALRAMCHIN,2018,-44.84915378955114,-18.52564102564103,13.170347003154575,37.9054054054054
BALRAMCHIN,2019,32.72023233301064,0.21474588403723077,10.35460992907801,15.104982764023811
BALRAMCHIN,2020,-44.41773504273504,23.569794050343248,16.074766355140188,12.919132149901385
BALRAMCHIN,2021,26.788830715532274,67.06377014716189,1.52990264255911,0.2717391304347826
BALRAMCHIN,2022,30.78363198716235,-25.742062260833592,-3.382312170779038,15.401332946971886
BALRAMCHIN,2023,-1.2999999999999972,-5.985829464940141,13.935601616477639,-4.779582366589332
BALRAMCHIN,2024,-5.327373761778197,,,
BANDHANBNK,2018,0.021281123643333205,10.89804044849628,7.268075428788028,21.848739495798323
BANDHANBNK,2019,-5.896057347670247,1.9620790491463245,-9.824464663174329,7.971628202413715
BANDHANBNK,2020,-59.61462058005562,64.43589743589743,-16.023284313725476,39.58151700087184
BANDHANBNK,2021,-15.147352647352644,-6.242905788876278,-13.479192166462672,-12.666782186796052
BANDHANBNK,2022,18.278736189183963,-17.775695095282735,0.4339622641509348,-10.197431474027226
BANDHANBNK,2023,-18.955472326258846,18.339438339438345,6.778580535486607,-4.947762665089695
BANDHANBNK,2024,-5.582922824302132,,,
BANKBARODA,2017,,,-14.841098426411609,17.773722627737225
BANKBARODA,2018,-11.868608614812523,-20.96039256922538,-12.544014084507044,13.983661701105236
BANKBARODA,2019,3.9983844911147037,-8.616780045351478,-23.1023102310231,9.891891891891898
BANKBARODA,2020,-45.09803921568628,-4.975609756097556,-20.40816326530612,46.88995215311005
BANKBARODA,2021,15.050426687354543,13.624338624338641,-5.385060799073528,-0.6666666666666632
BANKBARODA,2022,33.07508939213349,-15.544041450777202,36.41025641025641,45.07812499999999
BANKBARODA,2023,-9.346545259775034,12.352245862884164,7.375815353738077,5.870213253840855
BANKBARODA,2024,-1.3090128755364856,,,
BATAINDIA,2017,,,25.90104403086699,7.483676544450021
BATAINDIA,2018,-3.502974223397224,14.342523860021213,16.543150848673196,16.62018386530317
BATAINDIA,2019,24.51154529307282,4.223826714801444,18.697841230429677,0.8296842590458684
BATAINDIA,2020,-29.38953155423205,9.941027801179445,3.054474708171206,17.714115411839213
BATAINDIA,2021,-11.208345223374234,11.86606892687028,11.305652826413205,1.6295491580662684
BATAINDIA,2022,5.435952637244349,-16.639097744360903,6.774193548387098,-7.582128041260232
BATAINDIA,2023,-14.341846758349705,17.296918767507,-2.168894289185908,2.0784434836318773
BATAINDIA,2024,-3.4981500168180317,,,
BEL,2017,,,10.885458976441916,11.720331186752524
BEL,2018,-22.016528925619834,-24.974093264248697,-23.840682788051208,6.744440393729499
BEL,2019,6.63230240549828,17.774294670846402,-2.4304617877396666,-6.191950464396292
BEL,2020,-26.263834878851334,26.318045435062153,7.937584803256445,25.5625
BEL,2021,-1.7021276595744657,41.329204383039546,9.493670886075952,4.175988068605514
BEL,2022,-0.014208581983505124,8.371703641691083,32.166644900091434,1.677681748856132
BEL,2023,-2.8400597907324308,29.12371134020619,11.209677419354843,32.15700396110911
BEL,2024,-0.40650406504065045,,,
BERGEPAINT,2017,,,-0.26378779737190194,12.94897860393068
BERGEPAINT,2018,-4.572422714903867,7.227422907488987,2.8140448726074387,15.40301262954727
BERGEPAINT,2019,-2.1989150090415857,-3.2109589041095967,36.90839838594109,19.803856012481884
BERGEPAINT,2020,-4.006596367352627,1.8676772931064427,17.218687247477806,28.660175981750037
BERGEPAINT,2021,-0.09089769307924413,5.31869854958839,0.16637699243876058,-4.666854090525735
BERGEPAINT,2022,-10.161287828413244,-20.33045006081903,6.00415783298685,-3.8022889104865456
BERGEPAINT,2023,0.2678182157908866,17.40185907544196,1.0820045558086635,7.676551785555241
BERGEPAINT,2024,-0.9383044092003616,,,
BHARATFORG,2017,,,7.064676616915415,18.813655992829798
BHARATFORG,2018,-3.3192725261046956,-14.958448753462603,-1.4250614250614324,-18.698537053321616
BHARATFORG,2019,0.45089198196431185,-11.656502065709226,-2.05088835270892,8.790095666854251
BHARATFORG,2020,-51.498300895891255,38.76036665211697,32.418397626112764,17.1875
BHARATFORG,2021,10.801264175497309,24.27755102040817,-3.420259467959641,-4.050894085281987
BHARATFORG,2022,-1.4160913061857219,-7.954545454545454,8.071539657853807,27.35166425470333
BHARATFORG,2023,-12.73344651952462,8.724440116845185,29.681286723247663,14.259344716197509
BHARATFORG,2024,0.24801984158731968,,,
BHARTIARTL,2017,,,1.7552371710714016,38.21898723380058
BHARTIARTL,2018,-24.641567818463123,-3.2971584789992536,-7.685483632492536,-3.7299402403813917
BHARTIARTL,2019,3.0759339469409963,10.05270845240364,6.8302482422155295,29.545454545454547
BHARTIARTL,2020,-2.9094115054000413,32.76066350710901,-25.080328454123535,18.162815004064566
BHARTIARTL,2021,0.31067961165048985,1.450667691420877,31.54875717017208,1.324944485566254
BHARTIARTL,2022,9.43259848211059,-9.742744063324542,18.81129271916791,0.7980049875311692
BHARTIARTL,2023,-7.795319122796246,15.614530644419633,5.707606340517741,11.11111111111111
BHARTIARTL,2024,6.546442687747035,,,
BHEL,2017,,,-6.8736141906873645,11.492178098676307
BHEL,2018,-14.91365777080063,-12.848484848484842,-3.5186488388458836,2.528089887640445
BHEL,2019,1.7615176151761478,-2.2383146807109977,-33.6986301369863,-7.066381156316925
BHEL,2020,-52.41379310344828,72.59615384615384,-18.58529819694867,21.114864864864863
BHEL,2021,26.002587322121617,27.984344422700598,-0.7692307692307693,-9.647779479326182
BHEL,2022,-18.76543209876543,-16.46511627906977,31.434830230010956,30.635838150289015
BHEL,2023,-12.624378109452742,25.411596277738013,48.0225988700565,47.23598932520014
BHEL,2024,-0.6578947368420967,,,
BIOCON,2017,,,0.36199095022624095,59.940652818991104
BIOCON,2018,10.124235119599485,3.5272422464375466,12.309396585429418,-7.472786113562807
BIOCON,2019,-2.2733077905491714,-19.032258064516128,-11.199207135777998,31.96942446043165
BIOCON,2020,-8.23289764046851,40.21211576487508,14.568854568854576,2.603706972639014
BIOCON,2021,-12.465076294863527,-1.4512195121951192,-10.703288582337724,-0.5196936542669678
BIOCON,2022,-7.610789980732187,-10.074463425317564,-6.745904272406039,-10.306454374250992
BIOCON,2023,-21.96969696969697,26.794258373205743,2.895533686601073,-8.571428571428573
BIOCON,2024,7.5235109717868305,,,
BOSCHLTD,2017,,,-12.76595744680851,-1.307610282013349
BOSCHLTD,2018,-8.080808080808081,-5.322319403952053,14.016612537004578,-1.0070493454179255
BOSCHLTD,2019,-6.977695091284529,-9.427590788308237,-15.237447065940716,13.62962962962963
BOSCHLTD,2020,-38.41719077568134,23.952095808383234,21.826703713238224,-6.060450066186206
BOSCHLTD,2021,8.358596461492835,4.93006993006993,1.7420457533526164,12.45944192083063
BOSCHLTD,2022,-16.61841343370006,4.54575077088771,1.1757188498402555,10.627564102564111
BOSCHLTD,2023,11.764654520053549,-1.4487860198979292,-0.3145478374836173,18.408728046833424
BOSCHLTD,2024,4.0715883668903805,,,
BPCL,2017,,,9.783437723900427,8.093994778067886
BPCL,2018,-16.031808364421764,-11.598302687411596,1.8055932663589402,-1.891891891891892
BPCL,2019,7.951153324287656,0.025549310168631257,25.694167663079575,-0.29417731791438195
BPCL,2020,-36.61441368078175,23.370193101171814,-7.4434508153603405,8.255319148936177
BPCL,2021,11.856209150326803,6.963470319634703,-6.81351905841702,-10.887656033287106
BPCL,2022,-7.069010080124055,-17.89670359001734,-4.056603773584898,7.25858716785482
BPCL,2023,3.11750599520383,10.522331566994701,-7.479002799626719,32.00643933850433
BPCL,2024,1.5070921985815628,,,
BRITANNIA,2017,,,17.43243243243243,8.470136220747456
BRITANNIA,2018,4.754478398314022,22.26423966925956,-5.917993246502653,7.087695211944396
BRITANNIA,2019,-0.681159420289858,-9.812869336835197,7.740051113545089,3.7026916245388746
BRITANNIA,2020,-11.54415879390369,40.554028500692056,7.156973461321288,-6.233595800524935
BRITANNIA,2021,1.035544360481388,0.9339338509574253,9.815260150961237,-7.570332480818415
BRITANNIA,2022,-11.230982019363763,6.631546327858692,7.722439843312815,14.878340646190665
BRITANNIA,2023,0.44160371876815807,16.810209561002814,-9.5463439958468,18.7781472050173
BRITANNIA,2024,-3.239140237486841,,,
BSOFT,2017,,,-4.556166535742339,46.95545565999184
BSOFT,2018,16.639741518578358,21.28989064940861,-22.513661202185798,-1.3807152557718476
BSOFT,2019,-54.30677107323814,-16.08357628765793,-21.973094170403595,6.296851574212897
BSOFT,2020,-12.246326102169348,46.63934426229508,120.3178206583428,26.74030310814281
BSOFT,2021,1.647247890719162,51.62826128356504,1.599702380952378,36.785356068204614
BSOFT,2022,-20.02636203866432,-24.210076857386845,-19.63930701505255,7.194244604316546
BSOFT,2023,-12.236997138528874,33.881824981301435,36.47257859861837,44.8692152917505
BSOFT,2024,11.843416370106768,,,
CANBK,2017,,,-6.6787549108491895,16.56957928802589
CANBK,2018,-26.952908587257625,-4.704097116843715,-11.194029850746269,17.35042735042736
CANBK,2019,3.185840707964602,-2.9557491884503597,-36.09602242859647,23.60335195530726
CANBK,2020,-58.75591615956728,11.771238200999456,-16.043539990534786,44.35754189944133
CANBK,2021,13.452914798206278,-2.7511196417146584,11.920958859734373,13.009049773755654
CANBK,2022,10.531424411550589,-24.451868866151592,23.840345199568493,49.954975236380015
CANBK,2023,-15.526747131575034,5.117493472584853,18.373115577889447,13.700234192037463
CANBK,2024,5.047068163774526,,,
CANFINHOME,2017,,,-17.44204138789482,-10.85066162570888
CANFINHOME,2018,1.5207131620346093,-20.433616971675015,-29.970326409495552,11.228813559322024
CANFINHOME,2019,21.637630662020914,1.3012729844413076,10.470836261419535,0.5115089514066496
CANFINHOME,2020,-29.64556962025317,21.906841339155743,20.761494252873565,20.09626955475331
CANFINHOME,2021,23.892914653784217,-14.426229508196723,32.350398616847585,-17.627824019024956
CANFINHOME,2022,9.986057859881505,-34.50650344299924,9.162985615585002,11.375936719400496
CANFINHOME,2023,-2.93040293040293,42.79167812299515,-1.7404148738038603,1.696358396646587
CANFINHOME,2024,-1.2797427652733178,,,
CHAMBLFERT,2017,,,17.800829875518662,9.982110912343463
CHAMBLFERT,2018,3.6743744060817303,-4.130966952264382,0.1291989664082614,-1.1333333333333258
CHAMBLFERT,2019,13.19727891156463,5.466626396858945,-16.566429743028984,-1.3583441138421697
CHAMBLFERT,2020,-30.306988896146304,34.20056764427624,4.965011662779065,40.66377171215882
CHAMBLFERT,2021,0.7898200965335599,33.18786820859698,12.464494569757731,16.767976278724987
CHAMBLFERT,2022,5.086864141982243,-37.92942820542681,17.747880575009205,-0.8466453674121334
CHAMBLFERT,2023,-15.802902248445228,0.3308823529411681,0.8917197452229257,35.42950344327655
CHAMBLFERT,2024,0.8699090549624237,,,
CHOLAFIN,2017,,,-1.8049726997879156,17.519042437431985
CHOLAFIN,2018,11.38933151225436,3.129251700680268,-22.516556291390728,2.077607113985443
CHOLAFIN,2019,15.726256983240223,-5.478906871849292,8.707914683588946,4.087889626980071
CHOLAFIN,2020,-50.049521294156484,32.33240223463688,25.786802030456858,50.70093457943925
CHOLAFIN,2021,34.97406200989263,-8.60655737704919,11.374407582938394,-6.68221365144856
CHOLAFIN,2022,33.46991991059788,-12.201159994341491,14.468218512422595,3.642857142857143
CHOLAFIN,2023,3.563398514682834,46.6640981185385,4.45652639239693,0.15923566878980894
CHOLAFIN,2024,2.037489812550937,,,
CIPLA,2017,,,6.02714932126696,5.1264288188430935
CIPLA,2018,-11.398669479149765,6.920415224913495,5.348460291734198,-21.00456621004566
CIPLA,2019,0.8990913438546237,4.803037494067386,-23.423423423423422,16.05148130160271
CIPLA,2020,-11.314021830394621,54.83325277912036,23.447946513849082,5.647604925536725
CIPLA,2021,-1.6136830653934378,18.71026894865525,0.38815117466802396,-4.064834103958132
CIPLA,2022,9.43386101422055,-10.273401070043683,17.616033755274263,-4.6902654867256635
CIPLA,2023,-16.19357840856212,13.617236155529374,18.60349127182045,5.6769666483493335
CIPLA,2024,4.776000000000004,,,
COALINDIA,2017,,,8.72617853560682,-3.3265943760338215
COALINDIA,2018,5.394268589623538,-5.543633762517882,2.572964669738881,-11.176687569162674
COALINDIA,2019,-2.2933884297520706,6.856540084388185,-19.674437299035375,8.882595262615862
COALINDIA,2020,-33.93194706994328,-4.659498207885305,-13.502424468481916,15.641025641025653
COALINDIA,2021,-3.985239852398528,10.779122541603632,26.767330130404943,-22.413793103448278
COALINDIA,2022,17.75490511418464,-0.9677419354838771,16.361649822452875,4.841713221601479
COALINDIA,2023,-5.201155812402751,4.720835224693589,27.433628318584063,28.879753340184998
COALINDIA,2024,-0.03926701570680033,,,
COFORGE,2017,,,-3.5106382978723323,17.47590470994727
COFORGE,2018,31.506849315068493,25.840204719931766,-0.37134317543699935,-1.5388572163401812
COFORGE,2019,15.060869565217395,0.7490636704119851,3.3333333333333335,16.74759067166925
COFORGE,2020,-27.395569620253156,18.999151823579304,67.36462093862816,15.597037290747965
