stock,year,Monday,Tuesday,Wednesday,Thursday,Friday
NIFTYBANK,2022,16.900869674903642,16.33201516682832,13.638766473014924,15.582011958756839,13.993871026695736
NIFTYBANK,2023,0.7682557598943296,1.1406647202943232,3.7301417416634974,4.341918929414939,3.639679757449426
NIFTYPHARMA,2017,-7.644009965879876,-6.353419214126002,-5.941542416201181,-5.254485626754407,-4.284476059537323
NIFTYPHARMA,2018,-8.011749320158591,-7.643395231557124,-8.72677053303718,-10.041472265422499,-9.137736345214835
NIFTYPHARMA,2019,-7.5670909413630545,-9.503694692259176,-8.373748634745656,-8.19286374306261,-8.25667195758165
NIFTYPHARMA,2020,61.292486302829694,59.37974274127335,59.15718614933678,60.246288296340424,57.34289449020865
NIFTYPHARMA,2021,4.208264399946755,5.209935915698944,7.138115476472069,8.161407534901507,9.244782658826248
NIFTYPHARMA,2022,-10.409362919027702,-9.580290672018911,-10.00089194926592,-8.96327206014605,-9.142921045132011
NIFTYPHARMA,2023,26.012016388155608,25.66319551517739,27.018575617963698,27.56963703619439,26.04429115561234
NMDC,2017,17.92162043152797,25.75011195700851,23.62736273627363,22.46248896734334,19.13793103448275
NMDC,2018,-31.420474672334404,-35.39912428427079,-36.78929765886287,-40.40077569489334,-39.66550962448722
NMDC,2019,33.68421052631579,35.07853403141361,24.084579680247543,34.52317527970166,33.54531001589826
NMDC,2020,-10.473623411628799,-10.740885927087419,-8.945312500000002,-12.638835695135972,-10.672853828306273
NMDC,2021,7.186358099878193,9.710743801652892,6.56401944894651,2.338269680436477,14.789337919174553
NMDC,2022,-14.327917282127034,-11.814501288185497,-13.537906137184116,-13.39350180505415,-11.07503607503607
NMDC,2023,55.621771950735,60.98726114649682,65.3656532456861,69.45126945126945,71.58671586715867
NMDC,2024,1.8867924528301887,0.0,-2.3776546629732254,-6.434316353887402,-5.097686952616211
NTPC,2017,13.062753191164086,12.842504743833008,11.135437113090743,11.171869066605916,10.637657155763002
NTPC,2018,-15.746532499320104,-17.337815126050423,-17.511864406779658,-17.22972972972973,-15.51689120574098
NTPC,2019,-5.45587399529106,-4.163646613513732,-6.64919751064527,-3.14790139906729,-4.002630064929732
NTPC,2020,-15.39108494533222,-18.04635761589404,-18.477366255144034,-17.933884297520663,-13.123689727463317
NTPC,2021,23.181818181818183,27.598566308243715,25.089422585590203,30.293663060278213,25.529767911200818
NTPC,2022,31.287128712871286,24.679245283018858,25.68285280728376,26.717557251908396,27.116704805492002
NTPC,2023,80.8390360011901,85.07462686567165,83.76759508834982,85.99646226415094,83.45642540620383
NTPC,2024,2.3105509775408093,4.089946227798583,2.050781250000004,-1.1041009463722398,-0.7136060894386298
OBEROIRLTY,2017,28.07377049180328,28.785811732605733,29.563300730128123,29.759450171821307,25.524109014675044
OBEROIRLTY,2018,-7.5,0.14556040756915065,-6.457352171637891,-7.9538429837214135,-7.50615258408532
OBEROIRLTY,2019,16.406764770481,16.637362637362646,16.052425226839915,16.025783507446107,12.880258899676386
OBEROIRLTY,2020,4.252427184466015,5.507695286032339,8.17224880382776,9.395656279508971,1.9794442329653554
OBEROIRLTY,2021,46.36209813874789,47.9721601649768,47.1173469387755,42.98986486486486,45.29481331305965
OBEROIRLTY,2022,-6.502242152466367,-5.3267681289167434,-9.431939978563774,-6.76285934574292,-4.60961623290692
OBEROIRLTY,2023,66.70506912442397,60.517132887134615,64.93203430371624,67.62543757292882,67.88235294117648
OBEROIRLTY,2024,2.724137931034483,6.299376299376306,4.039125825096614,0.5798045602605922,1.5451011398827204
OFSS,2017,9.990501201318654,12.07173484922553,11.435082872928172,12.699285321605277,13.55463347164592
OFSS,2018,-8.566345001420931,-8.894579065700729,-13.846060971928766,-9.391175745624846,-10.596833130328868
OFSS,2019,-23.48189415041783,-26.764705882352942,-20.08103727714749,-21.050653526537772,-23.783031988873436
OFSS,2020,18.91927083333334,20.189233156940123,17.652216802762084,18.06830701432244,16.648250460405155
OFSS,2021,16.13261962307795,15.263081395348843,16.732689425972897,19.262270400481775,22.48995983935743
