stock,buy_date,sell_date,buy_price,sell_price,hold_days,profit_loss_pct
LUPIN,2021-05-05,2021-06-07,1203.0,1234.9,33,2.651704073150465
LUPIN,2021-12-14,2022-01-13,946.0,957.3,30,1.1945031712473524
LUPIN,2022-08-04,2022-09-08,660.0,665.95,35,0.9015151515151584
BOSCHLTD,2021-05-20,2021-06-21,15845.0,15090.0,32,-4.764910066266961
BOSCHLTD,2021-10-06,2021-11-09,17315.0,18860.05,34,8.92318798729425
SHRIRAMFIN,2019-06-17,2019-09-13,1014.0,1052.5,88,3.796844181459566
SHRIRAMFIN,2023-06-21,2023-09-15,1732.1,1922.0,86,10.963570232665557
TITAN,2019-07-09,2019-10-07,1099.0,1259.0,90,14.558689717925386
TITAN,2021-10-07,2022-01-03,2374.0,2529.75,88,6.560657118786857
PETRONET,2019-09-23,2019-12-02,251.45,278.9,70,10.916683237224097
PETRONET,2023-10-30,2024-01-04,201.25,232.2,66,15.378881987577634
DELTACORP,2019-05-13,2019-06-11,183.75,186.35,29,1.4149659863945547
DELTACORP,2020-12-03,2021-01-01,152.3,161.55,29,6.073539067629677
DELTACORP,2021-09-02,2021-10-01,208.5,280.4,29,34.48441247002397
DELTACORP,2023-07-12,2023-08-09,190.0,186.65,28,-1.7631578947368391
DELTACORP,2023-09-25,2023-10-25,145.7,135.0,30,-7.343857240905964
INDUSTOWER,2019-04-25,2019-06-14,272.5,275.5,50,1.1009174311926606
INDUSTOWER,2020-11-20,2021-01-08,221.7,270.5,49,22.011727559765454
INDUSTOWER,2022-02-24,2022-04-18,205.9,216.5,53,5.148130160271974
GODREJCP,2021-05-12,2021-08-03,871.0,1018.0,83,16.87715269804822
BRITANNIA,2022-11-07,2022-12-19,4125.0,4528.0,42,9.76969696969697
HDFCLIFE,2019-08-27,2019-10-30,557.7,634.95,64,13.85153308230231
LAURUSLABS,2020-05-08,2020-08-03,88.17,201.9,87,128.98945219462402
LAURUSLABS,2022-11-29,2023-02-22,408.5,317.5,85,-22.276621787025704
GNFC,2020-02-10,2020-04-09,195.3,132.5,59,-32.15565796210958
GNFC,2021-04-27,2021-06-22,350.2,367.0,56,4.79725870930897
GNFC,2021-09-20,2021-11-16,352.8,440.9,57,24.971655328798175
GNFC,2022-02-07,2022-04-05,514.5,901.05,57,75.13119533527696
GNFC,2023-04-26,2023-05-18,588.8,596.15,22,1.2483016304347867
MGL,2019-08-20,2019-09-05,848.15,855.0,16,0.807640157990924
MGL,2020-01-15,2020-01-30,1099.05,1236.25,15,12.483508484600343
MGL,2023-03-06,2023-03-22,987.4,980.0,16,-0.7494429815677514
MGL,2023-05-09,2023-05-24,1073.0,1030.0,15,-4.007455731593663
MGL,2023-10-03,2023-10-18,1107.95,1123.75,15,1.426057132542078
HAVELLS,2021-01-21,2021-02-16,1131.2,1220.0,26,7.850070721357846
CROMPTON,2020-10-23,2021-01-08,302.3,399.05,77,32.004631161098246
CROMPTON,2023-04-25,2023-07-11,260.1,297.1,77,14.225297962322184
DEEPAKNTR,2021-07-30,2021-10-14,2037.1,2899.6,76,42.33960041235089
DEEPAKNTR,2023-05-24,2023-07-10,2130.05,1980.0,47,-7.044435576629665
GMRINFRA,2020-08-21,2020-09-18,24.35,23.85,28,-2.0533880903490758
GMRINFRA,2021-06-15,2021-07-13,30.5,31.5,28,3.278688524590164
GMRINFRA,2023-12-08,2024-01-08,69.15,87.1,31,25.958062183658694
IDEA,2019-07-29,2019-08-26,6.75,5.6,28,-17.03703703703704
IDEA,2020-02-14,2020-03-13,3.5,5.7,28,62.85714285714287
ICICIGI,2019-05-28,2019-07-31,1193.8,1209.0,64,1.2732450996816924
ICICIGI,2019-06-25,2019-08-29,1102.5,1234.0,65,11.927437641723355
ICICIGI,2019-10-16,2019-12-20,1204.45,1419.0,65,17.813109718128604
ICICIGI,2023-05-29,2023-08-01,1190.3,1363.4,64,14.542552297740077
ABFRL,2020-10-23,2020-10-28,165.0,157.35,5,-4.63636363636364
ABFRL,2021-12-14,2022-01-19,285.25,313.15,36,9.780893952673086
ABFRL,2024-01-02,2024-01-12,242.75,232.8,10,-4.09886714727085
BALRAMCHIN,2022-01-04,2022-03-14,426.25,498.3,69,16.903225806451616
IGL,2019-05-27,2019-08-16,330.0,327.9,81,-0.6363636363636432
IGL,2019-11-08,2020-01-29,419.0,510.2,82,21.76610978520286
IGL,2020-11-27,2021-02-18,490.75,569.8,83,16.10799796230259
IGL,2023-10-20,2024-01-11,403.0,425.45,83,5.570719602977665
HAL,2019-10-29,2019-12-18,394.5,370.9,50,-5.9822560202788395
HAL,2020-06-25,2020-08-13,399.0,658.0,49,64.91228070175438
HAL,2020-07-03,2020-08-21,423.1,605.5,49,43.11037579768375
HAL,2021-01-14,2021-03-05,504.48,535.0,50,6.049793847129714
BATAINDIA,2019-02-13,2019-04-26,1274.0,1446.6,72,13.547880690737827
BATAINDIA,2021-06-10,2021-08-18,1634.0,1763.85,69,7.946756425948587
DLF,2019-08-22,2019-11-22,142.85,218.0,92,52.60763038151908
SYNGENE,2020-09-14,2020-09-28,536.5,588.2,14,9.636533084808956
SYNGENE,2021-07-16,2021-08-02,663.55,636.0,17,-4.151910180091923
SYNGENE,2021-11-15,2021-11-23,590.1,584.85,8,-0.889679715302491
SYNGENE,2022-10-19,2022-11-03,589.0,638.9,15,8.471986417657043
SYNGENE,2023-07-27,2023-08-10,810.0,817.5,14,0.9259259259259258
SYNGENE,2023-10-18,2023-10-23,731.5,692.5,5,-5.331510594668489
GRANULES,2019-10-22,2020-01-16,114.35,145.65,86,27.37210319195454
WIPRO,2020-07-15,2020-10-08,264.0,359.95,85,36.34469696969697
RAMCOCEM,2023-05-19,2023-06-21,841.95,946.35,33,12.399786210582572
