stock,buy_date,sell_date,buy_price,sell_price,quantity,profit,profit_percent
LAURUSLABS,2021-04-06,2021-10-21,397.0,575.0,503.0,89534.0,0.44836272040302266
LAURUSLABS,2023-08-03,2023-10-23,385.2,363.0,519.0,-11521.799999999988,-0.05763239875389405
NESTLEIND,2019-08-21,2020-03-18,1264.0,1370.0,158.0,16748.0,0.08386075949367089
NESTLEIND,2021-07-27,2022-02-02,1820.0,1851.5,109.0,3433.5,0.01730769230769231
DEEPAKNTR,2018-08-07,2018-10-22,267.0,234.0,749.0,-24717.0,-0.12359550561797752
DEEPAKNTR,2019-05-06,2019-08-22,285.0,261.6,701.0,-16403.399999999994,-0.08210526315789465
DEEPAKNTR,2019-12-27,2020-03-18,379.0,369.0,527.0,-5270.0,-0.026385224274406333
DEEPAKNTR,2020-07-24,2022-02-24,595.9,1863.0,335.0,424478.5,2.1263634838060077
DEEPAKNTR,2022-09-12,2022-12-21,2184.0,2048.0,91.0,-12376.0,-0.06227106227106227
ICICIBANK,2018-01-16,2018-03-06,333.55,294.75,599.0,-23241.20000000001,-0.11632438914705444
ICICIBANK,2018-07-30,2023-01-27,307.4,818.2,650.0,332020.0,1.661678594664932
VEDL,2021-07-30,2021-08-20,301.45,266.8,663.0,-22972.95000000001,-0.11494443522972293
VEDL,2021-10-18,2021-10-22,376.15,324.7,531.0,-27319.95000000001,-0.1367805396783198
PVRINOX,2017-10-23,2017-12-05,1415.75,1265.9,141.0,-21128.849999999977,-0.10584495850256041
PVRINOX,2019-03-18,2019-07-31,1696.0,1514.0,117.0,-21294.0,-0.10731132075471699
PVRINOX,2020-01-24,2020-03-02,1971.85,1740.0,101.0,-23416.849999999977,-0.11757993762203003
PVRINOX,2020-12-09,2020-12-21,1491.0,1325.0,134.0,-22244.0,-0.11133467471495641
PVRINOX,2021-09-21,2021-12-01,1507.0,1355.0,132.0,-20064.0,-0.10086264100862641
PVRINOX,2022-07-21,2022-09-16,1915.0,1758.0,104.0,-16328.0,-0.08198433420365535
BEL,2019-10-18,2019-11-26,38.87,34.48,5145.0,-22586.550000000017,-0.1129405711345511
BEL,2020-06-19,2020-09-22,27.0,30.92,7407.0,29035.440000000002,0.14518518518518525
IRCTC,2020-09-07,2020-10-30,283.0,262.99,706.0,-14127.059999999998,-0.0707067137809187
IRCTC,2020-12-04,2020-12-18,315.45,283.8,634.0,-20066.099999999977,-0.10033285782215876
IRCTC,2021-06-07,2022-02-24,422.77,739.0,473.0,149576.79,0.7479953639094544
IRCTC,2022-08-18,2022-12-21,723.0,652.9,276.0,-19347.600000000006,-0.09695712309820197
IRCTC,2023-06-16,2023-10-25,666.0,656.9,300.0,-2730.0,-0.013663663663663698
JINDALSTEL,2017-10-24,2018-03-06,162.5,232.0,1230.0,85485.0,0.4276923076923077
JINDALSTEL,2019-03-29,2019-05-10,179.85,161.75,1112.0,-20127.199999999983,-0.10063942174033914
JINDALSTEL,2022-01-13,2022-02-24,411.7,370.2,485.0,-20127.5,-0.10080155452999758
JINDALSTEL,2022-12-27,2023-03-24,574.0,533.5,348.0,-14094.0,-0.07055749128919861
GUJGASLTD,2019-12-02,2021-10-25,216.1,585.0,925.0,341232.5,1.7070800555298473
GUJGASLTD,2022-01-11,2022-02-11,712.7,636.0,280.0,-21476.0,-0.10761891398905576
GUJGASLTD,2022-05-12,2022-06-08,569.6,487.8,351.0,-28711.79999999999,-0.14360955056179778
ADANIENT,2020-01-17,2020-03-09,227.75,198.85,878.0,-25374.20000000001,-0.1268935236004391
ADANIENT,2020-06-25,2023-01-27,162.5,2766.0,1230.0,3202305.0,16.021538461538462
ADANIENT,2023-05-22,2023-10-23,2338.55,2301.8,85.0,-3123.75,-0.015714866049475102
TATAPOWER,2018-01-01,2018-02-02,97.2,84.8,2057.0,-25506.79999999999,-0.1275720164609054
TATAPOWER,2018-08-27,2018-09-28,75.65,65.85,2643.0,-25901.400000000023,-0.12954395241242578
TATAPOWER,2019-07-02,2019-07-24,73.25,64.05,2730.0,-25116.0,-0.1255972696245734
TATAPOWER,2021-06-07,2022-12-22,113.75,208.9,1758.0,167273.7,0.8364835164835165
TVSMOTOR,2018-12-12,2019-01-24,575.0,518.35,347.0,-19657.54999999999,-0.09852173913043474
TVSMOTOR,2019-04-16,2019-05-13,519.6,465.0,384.0,-20966.400000000023,-0.10508083140877603
TVSMOTOR,2019-10-17,2020-02-14,446.4,438.0,448.0,-3763.1999999999825,-0.018817204301075217
TVSMOTOR,2020-11-27,2021-07-20,497.7,582.5,401.0,34004.80000000002,0.1703837653204742
TVSMOTOR,2022-04-26,2022-05-12,682.95,603.95,292.0,-23068.0,-0.11567464675305658
ASHOKLEY,2020-08-13,2021-08-20,61.8,119.1,3236.0,185422.8,0.9271844660194175
ASHOKLEY,2022-09-01,2022-10-20,161.95,144.6,1234.0,-21409.899999999994,-0.10713183081197898
DIXON,2017-10-24,2018-06-15,552.8,622.99,361.0,25338.590000000026,0.12697178002894366
DIXON,2019-03-05,2019-06-19,474.8,432.4,421.0,-17850.400000000023,-0.08930075821398491
DIXON,2019-11-14,2020-02-26,655.77,803.98,304.0,45055.840000000026,0.2260091190508868
DIXON,2020-05-29,2022-01-24,989.79,4625.0,202.0,734312.42,3.6727083522767456
SBIN,2017-10-25,2018-01-16,322.7,297.2,619.0,-15784.5,-0.07902076231794236
SBIN,2018-05-24,2018-10-25,268.8,250.85,744.0,-13354.800000000017,-0.06677827380952386
PERSISTENT,2018-02-23,2018-03-28,822.65,690.9,243.0,-32015.25,-0.16015316355679815
PERSISTENT,2019-11-14,2020-03-12,666.0,642.65,300.0,-7005.0,-0.03506006006006009
PERSISTENT,2020-07-09,2022-05-13,741.85,3601.0,269.0,769111.35,3.8540810136820114
IEX,2019-10-18,2020-03-24,49.73,42.45,4021.0,-29272.879999999976,-0.14639050874723497
IEX,2020-09-14,2020-11-02,69.17,61.82,2891.0,-21248.850000000006,-0.10625993928003472
IEX,2021-03-12,2022-01-27,109.3,230.8,1829.0,222223.50000000003,1.1116193961573653
